,species_name,coded_property_name,collapsed_data_minimum,collapsed_data_maximum,property_constraint,collapsed_data_value
1271,Carex_polyschoenoides,inflorescence_width,2mm;1.5mm,3mm;2mm,,
1272,Carex_polyschoenoides,leaf_width,2mm,3mm,,
1273,Carex_polyschoenoides,plant_height,20cm,35cm,,tall;slender
1274,Carex_pomiensis,inflorescence_size,1cm,4cm,,
1275,Carex_pomiensis,leaf_width,2mm,3mm,,
1276,Carex_pomiensis,plant_height,40cm,50cm,,tall
1277,Carex_praeclara,inflorescence_size,1.3cm,2.5cm,,
1278,Carex_praeclara,leaf_width,3mm,5mm,,
1279,Carex_praeclara,plant_height,20cm,30cm,,tall
1280,Carex_praelonga,inflorescence_size,5cm,10cm,,
1281,Carex_praelonga,leaf_width,6mm,8mm,,
1282,Carex_praelonga,plant_height,60cm,90cm,,tall
1283,Carex_prolongata,inflorescence_size,2cm,3cm,terminal,1.5
1284,Carex_prolongata,leaf_width,2mm,4mm,,
1285,Carex_pruinosa,inflorescence_length,20mm,40mm,,
1286,Carex_pruinosa,inflorescence_size,20mm,30mm,,
1287,Carex_pruinosa,inflorescence_width,5mm,6mm,,
1288,Carex_pruinosa,leaf_width,3mm,5mm,,
1289,Carex_pruinosa,plant_height,30cm,80cm,,tall
1290,Carex_przewalskii,inflorescence_size,7mm;10mm,20mm;20mm,,
1291,Carex_przewalskii,leaf_width,2mm,3mm,,
1292,Carex_przewalskii,plant_height,15cm,45cm,,tall
1293,Carex_pseudocuraica,inflorescence_length,1.5cm,3cm,,
1294,Carex_pseudocuraica,inflorescence_size,4mm,10mm,,
1295,Carex_pseudocuraica,leaf_width,1.5mm,3mm,,
1296,Carex_pseudocuraica,nutlet_size,1.2mm,1.7mm,,
1297,Carex_pseudocuraica,plant_height,15cm,40cm,,tall
1298,Carex_pseudocyperus,inflorescence_size,2cm;1.5cm,3cm;5cm,,
1299,Carex_pseudocyperus,leaf_width,5mm,8mm,,
1300,Carex_pseudocyperus,plant_height,30cm,70cm,,tall
1301,Carex_pseudodispalata,inflorescence_size,4cm;2cm,7cm;7.5cm,,
1302,Carex_pseudodispalata,leaf_width,4mm,8mm,,
1303,Carex_pseudodispalata,plant_height,40cm,60cm,,tall
1304,Carex_pseudofoetida,inflorescence_length,6mm,12mm,,
1305,Carex_pseudofoetida,inflorescence_size,5mm,6mm,,
1306,Carex_pseudofoetida,inflorescence_width,6mm,8mm,,
1307,Carex_pseudofoetida,leaf_width,1mm,2mm,,
1308,Carex_pseudofoetida,plant_height,3cm,10cm,,tall
1309,Carex_pseudohumilis,inflorescence_size,7mm;7mm,7.5mm;8mm,lateral,3
1310,Carex_pseudohumilis,leaf_width,1.2mm,2mm,,
1311,Carex_pseudohumilis,plant_height,3cm,5cm,,tall;slender
1312,Carex_pseudolaticeps,inflorescence_size,3.5cm,4.2cm,terminal,3.5
1313,Carex_pseudolaticeps,leaf_width,6mm,10mm,,
1314,Carex_pseudolaticeps,plant_height,0cm,33cm,,tall
1315,Carex_pseudoligulata,inflorescence_size,2cm;1.5cm,2.5cm;4cm,,
1316,Carex_pseudoligulata,leaf_width,5mm,9mm,,
1317,Carex_pseudoligulata,plant_height,35cm,65cm,,tall
1318,Carex_pseudolongerostrata,leaf_width,1.5mm,3.5mm,,
1319,Carex_pseudolongerostrata,plant_height,15cm,30cm,,tall;slender
1320,Carex_pseudophyllocephala,inflorescence_size,1cm;0.7cm,1.5cm;1.5cm,,
1321,Carex_pseudophyllocephala,leaf_width,2mm,5mm,,
1322,Carex_pseudophyllocephala,plant_height,12cm,15cm,,tall;slender
1323,Carex_pseudosupina,inflorescence_size,7mm;5mm,8mm;6mm,,
1324,Carex_pseudosupina,leaf_width,0.5mm,1mm,,thin
1325,Carex_pseudosupina,plant_height,5cm,8cm,,tall;shorter
1326,Carex_pseudotristachya,inflorescence_length,10mm;10mm,25mm;25mm,,
1327,Carex_pseudotristachya,leaf_width,3mm,5mm,,
1328,Carex_pseudotristachya,plant_height,15cm,20cm,,tall;slender
1329,Carex_psychrophila,inflorescence_length,10mm,20mm,,
1330,Carex_psychrophila,leaf_width,2mm,3mm,,
1331,Carex_psychrophila,plant_height,30cm,60cm,,tall;slender
1332,Carex_pterocaulos,inflorescence_size,2.5cm;8mm,3cm;10mm,,
1333,Carex_pterocaulos,leaf_width,10mm,11mm,,
1334,Carex_pterocaulos,plant_height,40cm;1.2mm,45cm;1.5mm,,tall
1335,Carex_pumila,inflorescence_length,1.5cm,2.5cm,,
1336,Carex_pumila,leaf_width,3mm,4mm,,
1337,Carex_pumila,plant_height,10cm,30cm,,tall
1338,Carex_purpureosquamata,inflorescence_size,3cm;1.2cm,5.5cm;6cm,,
1339,Carex_purpureosquamata,leaf_width,4mm,7mm,,
1340,Carex_purpureosquamata,plant_height,60cm,65cm,,tall
1341,Carex_purpureotincta,inflorescence_size,7cm;6cm,10cm;10cm,,
1342,Carex_purpureotincta,leaf_width,7mm,12mm,,
1343,Carex_purpureotincta,plant_height,60cm,90cm,,tall
1344,Carex_purpureovagina,inflorescence_length,48mm;2.8cm,50mm;3.2cm,,
1345,Carex_purpureovagina,inflorescence_width,1.5mm;0.3cm,2.5mm;0.4cm,,
1346,Carex_purpureovagina,nutlet_size,2mm,2.2mm,,
1347,Carex_purpureovagina,plant_height,25cm,28cm,,tall
1348,Carex_putuoensis,leaf_width,2mm,4mm,,
1349,Carex_pycnostachya,inflorescence_size,12mm;6mm,15mm;12mm,,
1350,Carex_pycnostachya,leaf_width,4mm,6mm,,
1351,Carex_pycnostachya,plant_height,10cm,50cm,,tall
1352,Carex_qingdaoensis,inflorescence_length,4cm,5cm,terminal,40
1353,Carex_qingdaoensis,leaf_width,3mm,5mm,,
1354,Carex_qingdaoensis,nutlet_size,2mm,2.5mm,,
1355,Carex_qingdaoensis,plant_height,30cm,40cm,,tall;slender
1356,Carex_qinghaiensis,leaf_width,2mm,4mm,,
1357,Carex_qinghaiensis,plant_height,30cm,40cm,,tall
1358,Carex_qingliangensis,inflorescence_size,25mm;25mm,45mm;40mm,,
1359,Carex_qingliangensis,leaf_width,4mm,7mm,,
1360,Carex_qingliangensis,nutlet_size,2.5mm,3mm,,
1361,Carex_qingliangensis,plant_height,40cm,55cm,,tall;slender
1362,Carex_qingyangensis,inflorescence_size,4cm;2cm,5cm;3cm,lateral,3
1363,Carex_qingyangensis,leaf_width,3mm,4mm,,
1364,Carex_qingyangensis,plant_height,25cm,40cm,,tall
1365,Carex_qiyunensis,inflorescence_length,22mm;13mm,65mm;30mm,,
1366,Carex_qiyunensis,inflorescence_width,2mm;4mm,3mm;6mm,,
1367,Carex_qiyunensis,leaf_width,2mm,3mm,,
1368,Carex_qiyunensis,plant_height,30cm,40cm,,tall;slender
1369,Carex_quadriflora,inflorescence_size,4.5mm;1mm;1cm;2mm,10mm;2mm;1.5cm;2.5mm,,
1370,Carex_quadriflora,leaf_width,2mm,4mm,,
1371,Carex_quadriflora,plant_height,15cm,30cm,,tall
1372,Carex_raddei,inflorescence_size,2cm;3cm,4cm;5cm,,
1373,Carex_raddei,leaf_width,3mm,4mm,,
1374,Carex_raddei,plant_height,35cm,100cm,,tall
1375,Carex_radiciflora,inflorescence_size,1.8cm;1.8cm,2cm;3cm,,
1376,Carex_radiciflora,leaf_width,1.4cm;35cm,2cm;70cm,,
1377,Carex_radicina,inflorescence_size,2cm;1.5cm,3cm;2.5cm,,
1378,Carex_radicina,leaf_width,6mm,8mm,,
1379,Carex_radicina,plant_height,30cm,50cm,,tall
1380,Carex_rafflesiana,inflorescence_size,3mm,6mm,,
1381,Carex_rafflesiana,leaf_width,10mm,13mm,,
1382,Carex_rafflesiana,plant_height,80cm,200cm,,
1383,Carex_rara,inflorescence_length,4mm;4mm,12mm;10mm,,
1384,Carex_rara,leaf_width,0.5mm,1mm,,
1385,Carex_rara,nutlet_size,1mm,2mm,,
1386,Carex_rara,plant_height,20cm,30cm,,tall
1387,Carex_recurvisaccus,inflorescence_size,8cm,11cm,,
1388,Carex_recurvisaccus,leaf_width,0.7cm,1.5cm,,
1389,Carex_recurvisaccus,plant_height,55cm,75cm,,tall
1390,Carex_regeliana,inflorescence_size,1cm,2cm,,
1391,Carex_regeliana,leaf_width,3mm,5mm,,
1392,Carex_regeliana,plant_height,40cm,70cm,,tall;slender
1393,Carex_remotiuscula,inflorescence_length,4mm,6mm,,
1394,Carex_remotiuscula,inflorescence_width,4mm,5mm,,
1395,Carex_remotiuscula,leaf_width,1mm,2mm,,
1396,Carex_remotiuscula,plant_height,30cm,50cm,,tall;slender
1397,Carex_reptabunda,inflorescence_length,8mm,12mm,,
1398,Carex_reptabunda,inflorescence_width,4mm,10mm,,
1399,Carex_reptabunda,leaf_width,1mm,1.5mm,,
1400,Carex_reptabunda,nutlet_size,1.5mm,2mm,,
1401,Carex_reptabunda,plant_height,10cm,60cm,,tall;slender
1402,Carex_retrofracta,inflorescence_size,3cm;4cm,6cm;10cm,,
1403,Carex_retrofracta,leaf_width,1cm,1.8cm,,
1404,Carex_retrofracta,plant_height,60cm,100cm,,tall
1405,Carex_rhizopoda,inflorescence_length,40mm;1cm,70mm;2cm,,short
1406,Carex_rhizopoda,inflorescence_width,2mm,3mm,,
1407,Carex_rhizopoda,leaf_width,2mm,4mm,,
1408,Carex_rhizopoda,plant_height,30cm,60cm,,tall
1409,Carex_rhynchachaenium,inflorescence_size,1cm;1cm,2cm;2cm,,
1410,Carex_rhynchachaenium,leaf_width,15cm;2mm,28cm;3mm,,
1411,Carex_rhynchachaenium,plant_height,5cm,10cm,,tall
1412,Carex_rhynchophora,inflorescence_size,2.5cm,4cm,terminal,2.2
1413,Carex_rhynchophora,leaf_width,2mm,5mm,,
1414,Carex_rhynchophora,nutlet_size,3.5mm,4mm,,
1415,Carex_rhynchophora,plant_height,30cm,60cm,,tall;slender
1416,Carex_rhynchophysa,inflorescence_length,3cm,7.5cm,,
1417,Carex_rhynchophysa,inflorescence_size,1.5cm,4.5cm,,
1418,Carex_rhynchophysa,inflorescence_width,1cm,1.5cm,,
1419,Carex_rhynchophysa,leaf_width,8mm,15mm,,
1420,Carex_rhynchophysa,plant_height,60cm,100cm,,tall
1421,Carex_ridongensis,inflorescence_length,3.5cm,4cm,,
1422,Carex_ridongensis,inflorescence_width,0.3cm,0.4cm,,
1423,Carex_ridongensis,leaf_width,2mm,3mm,,
1424,Carex_ridongensis,plant_height,70cm,80cm,,tall;slender
1425,Carex_riparia,inflorescence_length,3cm,6cm,,
1426,Carex_riparia,inflorescence_size,2cm,6cm,,
1427,Carex_riparia,leaf_width,10mm,15mm,,
1428,Carex_riparia,plant_height,60cm,150cm,,tall
1429,Carex_rochebrunii,inflorescence_length,5mm,15mm,,
1430,Carex_rochebrunii,inflorescence_width,3mm,4mm,,
1431,Carex_rochebrunii,leaf_width,2mm,3mm,,
1432,Carex_rochebrunii,nutlet_size,1.5mm,2mm,,
1433,Carex_rochebrunii,plant_height,25cm,50cm,,tall;slender
1434,Carex_rostrata,inflorescence_length,3cm,6cm,,
1435,Carex_rostrata,inflorescence_size,1cm,3.5cm,,
1436,Carex_rostrata,inflorescence_width,0.7cm,0.8cm,,
1437,Carex_rostrata,leaf_width,2mm,5mm,,
1438,Carex_rostrata,plant_height,40cm,100cm,,tall
1439,Carex_rubrobrunnea,inflorescence_length,40mm;35mm,55mm;70mm,,
1440,Carex_rubrobrunnea,inflorescence_width,2mm;3mm,4mm;4mm,,
1441,Carex_rubrobrunnea,leaf_width,3mm,4mm,,
1442,Carex_rubrobrunnea,plant_height,20cm,60cm,,tall
1443,Carex_rugata,inflorescence_length,10mm;15mm,20mm;28mm,,
1444,Carex_rugata,inflorescence_width,1.5mm;2mm,2mm;2.5mm,,
1445,Carex_rugata,leaf_width,4mm;2mm,5mm;4mm,,
1446,Carex_rugata,plant_height,20cm,50cm,,tall;slender
1447,Carex_rugulosa,inflorescence_length,2cm,4cm,,
1448,Carex_rugulosa,inflorescence_size,1cm,3.5cm,,
1449,Carex_rugulosa,leaf_width,3mm,5mm,,
1450,Carex_rugulosa,plant_height,50cm,80cm,,tall
1451,Carex_sabulosa,inflorescence_length,2cm;1.5cm,2.5cm;2cm,,
1452,Carex_sabulosa,inflorescence_width,0.8cm;0.8cm,1cm;1cm,,
1453,Carex_sabulosa,leaf_width,2mm,3.5mm,,
1454,Carex_sabulosa,plant_height,15cm,40cm,,tall
1455,Carex_sadoensis,inflorescence_length,20mm;20mm,40mm;70mm,,
1456,Carex_sadoensis,inflorescence_width,3mm;3mm,4mm;5mm,,
1457,Carex_sadoensis,leaf_width,2mm,4mm,,
1458,Carex_sadoensis,nutlet_size,1.5mm,1.8mm,,
1459,Carex_sadoensis,plant_height,30cm,60cm,,tall
1460,Carex_sagaensis,inflorescence_length,6mm,8mm,,
1461,Carex_sagaensis,inflorescence_size,5mm,6mm,,
1462,Carex_satakeana,inflorescence_length,20mm;15mm,25mm;25mm,,
1463,Carex_satakeana,inflorescence_width,4mm,5mm,terminal,3.5
1464,Carex_satakeana,leaf_width,2mm,3mm,,
1465,Carex_satakeana,plant_height,5cm,30cm,,tall;slender
1466,Carex_satsumensis,inflorescence_length,3cm,8cm,,
1467,Carex_satsumensis,inflorescence_size,2mm,3mm,,
1468,Carex_satsumensis,inflorescence_width,1cm,1.7cm,,
1469,Carex_satsumensis,leaf_width,1.5mm,7mm,,
1470,Carex_satsumensis,plant_height,7cm,20cm,,
1471,Carex_saxicola,inflorescence_length,6cm,7.5cm,,
1472,Carex_saxicola,inflorescence_size,5.5cm,7cm,,
1473,Carex_saxicola,leaf_width,8mm,10mm,,
1474,Carex_saxicola,plant_height,0cm,65cm,,tall
1475,Carex_scabrifolia,inflorescence_length,1.5cm,2cm,,
1476,Carex_scabrifolia,leaf_width,2mm,3mm,,
1477,Carex_scabrifolia,nutlet_size,4mm,5.5mm,,
1478,Carex_scabrifolia,plant_height,30cm,60cm,,tall;longer
1479,Carex_scabrirostris,leaf_width,1mm,3mm,,
1480,Carex_scabrirostris,nutlet_size,2mm,2.5mm,,
1481,Carex_scabrirostris,plant_height,25cm,70cm,,tall;slender
1482,Carex_scabrisacca,inflorescence_length,2cm,3cm,,
1483,Carex_scabrisacca,inflorescence_size,2cm,3cm,,
1484,Carex_scabrisacca,inflorescence_width,5mm,6mm,,
1485,Carex_scabrisacca,plant_height,30cm,40cm,,tall
1486,Carex_scaposa,inflorescence_size,10mm;5mm,13mm;14mm,,
1487,Carex_scaposa,leaf_width,2cm,5cm,,
1488,Carex_scaposa,plant_height,20cm,80cm,,
1489,Carex_schmidtii,inflorescence_length,12mm,30mm,,
1490,Carex_schmidtii,inflorescence_size,1cm,3cm,,
1491,Carex_schmidtii,inflorescence_width,4mm,6mm,,
1492,Carex_schmidtii,leaf_width,2mm,3mm,,
1493,Carex_schmidtii,plant_height,30cm,80cm,,tall;slender
1494,Carex_schneideri,inflorescence_size,1.5cm;2cm,2cm;2.5cm,,
1495,Carex_schneideri,leaf_width,2mm,4mm,,
1496,Carex_schneideri,plant_height,60cm,90cm,,tall
1497,Carex_sclerocarpa,inflorescence_size,2.5cm,7cm,terminal,4
1498,Carex_sclerocarpa,leaf_width,3mm,6mm,,
1499,Carex_sclerocarpa,plant_height,30cm,60cm,,tall
1500,Carex_scolopendriformis,inflorescence_size,1.2cm;5mm,1.3cm;6mm,terminal,1
1501,Carex_scolopendriformis,plant_height,15cm;0.5mm,30cm;0.8mm,,tall;slender
1502,Carex_sedakowii,inflorescence_size,0.7cm;5mm,1cm;8mm,,
1503,Carex_sedakowii,plant_height,8cm,40cm,,tall;slender
1504,Carex_sendaica,inflorescence_size,0cm;8mm,5.5cm;15mm,,
1505,Carex_sendaica,leaf_width,2mm,3mm,,
1506,Carex_sendaica,plant_height,10cm;10cm,35cm;35cm,,tall;tall;tall;slender;35
1507,Carex_serreana,inflorescence_size,5mm,10mm,,
1508,Carex_serreana,leaf_width,2mm,3mm,,
1509,Carex_serreana,plant_height,25cm,60cm,,tall;slender
1510,Carex_setigera,inflorescence_size,5mm;0.8cm;0.5cm;2cm;6mm;8mm,25mm;3cm;2.5cm;3cm;8mm;10mm,,
1511,Carex_setigera,leaf_width,1mm,3mm,,
1512,Carex_setigera,plant_height,8cm;25cm;8cm,35cm;35cm;15cm,,tall;tall;tall;slender
1513,Carex_setosa,inflorescence_length,3cm,4cm,,
1514,Carex_setosa,leaf_width,2mm,4mm,,
1515,Carex_setosa,nutlet_size,2.5mm,3mm,,
1516,Carex_setosa,plant_height,15cm,45cm,,tall;slender
1517,Carex_shaanxiensis,inflorescence_size,1.4cm;1.7cm,1.6cm;3cm,lateral,2
1518,Carex_shaanxiensis,inflorescence_size,1.4cm;1.7cm,1.6cm;3cm,terminal,2
1519,Carex_shaanxiensis,leaf_width,1mm,2mm,,
1520,Carex_shaanxiensis,plant_height,30cm,35cm,,tall;slender;1.5
1521,Carex_shandanica,inflorescence_size,1.5cm;1cm,1.8cm;2cm,,
1522,Carex_shandanica,leaf_width,2mm,3mm,,
1523,Carex_shandanica,plant_height,25cm,40cm,,tall
1524,Carex_shangchengensis,leaf_width,4mm,7mm,,
1525,Carex_shangchengensis,plant_height,20cm,45cm,,tall
1526,Carex_shanghangensis,inflorescence_length,7mm,12mm,,
1527,Carex_shanghangensis,inflorescence_size,7mm,10mm,,
1528,Carex_shanghangensis,inflorescence_width,5mm,8mm,,
1529,Carex_shanghangensis,leaf_width,1mm,2mm,,
1530,Carex_shanghangensis,plant_height,15cm,40cm,,tall;slender
1531,Carex_shuangbaiensis,inflorescence_size,1cm;2.5cm,2.5cm;4cm,,
1532,Carex_shuangbaiensis,leaf_width,3mm,6mm,,
1533,Carex_shuchengensis,inflorescence_size,7cm;5mm;3.5cm,8cm;7mm;5cm,lateral,5
1534,Carex_shuchengensis,leaf_width,6mm,10mm,,
1535,Carex_shuchengensis,plant_height,30cm;2mm,45cm;2.5mm,,tall
1536,Carex_sichouensis,inflorescence_size,4cm;2cm,5cm;2.5cm,lateral,3
1537,Carex_sichouensis,inflorescence_size,4cm;2cm,5cm;2.5cm,terminal,3
1538,Carex_sichouensis,leaf_width,4mm,5mm,,
1539,Carex_sichouensis,plant_height,40cm;1.5mm,100cm;2mm,,tall
1540,Carex_siderosticta,inflorescence_size,1.5cm,3cm,,
1541,Carex_siderosticta,leaf_width,5mm;1cm,10mm;2.5cm,,
1542,Carex_siderosticta,plant_height,0cm,30cm,flowering,tall
1543,Carex_simulans,inflorescence_size,3cm;1.5cm,6cm;4.5cm,,
1544,Carex_simulans,leaf_width,3mm,5mm,,
1545,Carex_simulans,plant_height,30cm,70cm,,tall;slender
1546,Carex_sinoaristata,inflorescence_size,2.5cm;2.5cm,3cm;5.5cm,,
1547,Carex_sinoaristata,leaf_width,3mm,6mm,,
1548,Carex_sinoaristata,plant_height,35cm,75cm,,tall
1549,Carex_sinodissitiflora,inflorescence_size,4cm;5cm,5cm;6cm,,
1550,Carex_sinodissitiflora,leaf_width,3mm,6mm,,
1551,Carex_sinodissitiflora,plant_height,20cm,55cm,,tall;slender
1552,Carex_siroumensis,inflorescence_size,1.4cm;1cm,1.8cm;2cm,,
1553,Carex_siroumensis,leaf_width,1mm,2mm,,
1554,Carex_siroumensis,nutlet_size,2mm,2.5mm,,
1555,Carex_siroumensis,plant_height,10cm,22cm,,tall;slender
1556,Carex_sociata,inflorescence_length,15mm,40mm,,
1557,Carex_sociata,inflorescence_size,1.5cm,3cm,,
1558,Carex_sociata,inflorescence_width,3mm,4mm,,
1559,Carex_sociata,leaf_width,3mm,6mm,,
1560,Carex_sociata,plant_height,20cm,50cm,,tall;slender
1561,Carex_songorica,inflorescence_length,2cm,4cm,,
1562,Carex_songorica,inflorescence_size,1.5cm,2cm,,
1563,Carex_songorica,inflorescence_width,0.5cm,0.6cm,,
1564,Carex_songorica,leaf_width,3mm,5mm,,
1565,Carex_songorica,plant_height,30cm,50cm,,tall
1566,Carex_spachiana,inflorescence_size,1.5cm,2.5cm,,
1567,Carex_spachiana,leaf_width,2mm,3mm,,
1568,Carex_spachiana,plant_height,30cm,60cm,,tall;slender
1569,Carex_speciosa,inflorescence_size,1cm;3mm,4cm;5mm,,
1570,Carex_speciosa,leaf_width,10mm;4mm;2.5mm;1cm;0.4cm,16mm;10mm;5mm;1.6cm;1cm,,
1571,Carex_speciosa,nutlet_size,2.5mm,3mm,,
1572,Carex_speciosa,plant_height,15cm;1mm,30cm;1.5mm,,tall;longer;slender
1573,Carex_stenocarpa,inflorescence_length,1cm;1.2cm,1.2cm;1.4cm,,
1574,Carex_stenocarpa,inflorescence_width,0.3cm;0.5cm,0.5cm;0.7cm,,
1575,Carex_stenocarpa,leaf_width,2mm,5mm,,
1576,Carex_stenocarpa,nutlet_size,2.5mm,3mm,,
1577,Carex_stenocarpa,plant_height,20cm,55cm,,tall
1578,Carex_stipata,inflorescence_length,3.5cm,5cm,,
1579,Carex_stipata,inflorescence_width,1cm,1.5cm,,
1580,Carex_stipata,leaf_width,6mm,7mm,,
1581,Carex_stipata,nutlet_size,1.5mm,1.7mm,,
1582,Carex_stipata,plant_height,40cm,70cm,,tall
1583,Carex_stipitinux,inflorescence_size,10mm,28mm,,
1584,Carex_stipitinux,leaf_width,4mm,5mm,,
1585,Carex_stipitinux,plant_height,60cm;0cm,100cm;15cm,,tall;slender
1586,Carex_stipitiutriculata,inflorescence_length,5mm,8mm,,short
1587,Carex_stipitiutriculata,plant_height,5cm,8cm,,tall;slender
1588,Carex_stramentitia,inflorescence_size,10mm,12mm,,
1589,Carex_stramentitia,leaf_width,1mm,2mm,,
1590,Carex_stramentitia,nutlet_size,2.5mm,3mm,,
1591,Carex_stramentitia,plant_height,30cm,75cm,,
1592,Carex_subcapitata,inflorescence_size,5mm,7mm,,
1593,Carex_subcapitata,leaf_width,3mm,5mm,,
1594,Carex_subcapitata,plant_height,20cm,30cm,,tall
1595,Carex_subcernua,inflorescence_length,45mm,50mm,terminal,50
1596,Carex_subcernua,inflorescence_width,4mm,5mm,terminal,2
1597,Carex_subcernua,leaf_width,3mm,5mm,,
1598,Carex_subcernua,plant_height,40cm,65cm,,tall
1599,Carex_subebracteata,inflorescence_length,12mm;6mm,18mm;12mm,,
1600,Carex_subebracteata,inflorescence_width,2mm,3mm,lateral,3
1601,Carex_subebracteata,leaf_width,1.5mm,2.5mm,,
1602,Carex_subebracteata,nutlet_size,1.2mm,1.5mm,,
1603,Carex_subebracteata,plant_height,15cm,30cm,,tall;slender
1604,Carex_subfilicinoides,inflorescence_size,5mm,10mm,,
1605,Carex_subfilicinoides,leaf_width,7mm,12mm,,
1606,Carex_subfilicinoides,plant_height,50cm,90cm,,
1607,Carex_submollicula,inflorescence_size,1.5cm;1.2cm,2cm;2.5cm,,
1608,Carex_submollicula,leaf_width,2mm,4mm,,
1609,Carex_submollicula,plant_height,15cm,20cm,,tall
1610,Carex_subperakensis,leaf_width,7mm,11mm,,
1611,Carex_subperakensis,plant_height,50cm,70cm,,tall
1612,Carex_subpumila,inflorescence_length,0.8cm,1.5cm,,
1613,Carex_subpumila,inflorescence_size,2cm,3.5cm,,
1614,Carex_subpumila,leaf_width,1.5mm,2mm,,
1615,Carex_subpumila,plant_height,10cm,30cm,,
1616,Carex_subtransversa,inflorescence_size,1cm;1cm,5cm;3cm,,
1617,Carex_subtransversa,leaf_width,2mm,4mm,,
1618,Carex_subtransversa,nutlet_size,1mm,1.5mm,,
1619,Carex_subtransversa,plant_height,15cm,30cm,,tall;slender
1620,Carex_subtumida,inflorescence_size,2.5cm;3.5cm,3cm;7cm,,
1621,Carex_subtumida,leaf_width,6mm,7mm,,
1622,Carex_subtumida,plant_height,45cm,75cm,,tall
1623,Carex_sutchuensis,inflorescence_length,1.5cm,2cm,,
1624,Carex_sutchuensis,inflorescence_width,4mm,5mm,,
1625,Carex_sutchuensis,plant_height,20cm,30cm,,tall;slender
1626,Carex_taihuensis,inflorescence_size,3cm;2cm,4.5cm;3cm,lateral,3
1627,Carex_taihuensis,inflorescence_size,3cm;2cm,4.5cm;3cm,terminal,3
1628,Carex_taihuensis,plant_height,40cm,65cm,,tall;slender
1629,Carex_taipaishanica,inflorescence_size,1.5cm;2.5cm,2.5cm;4cm,,
1630,Carex_taipaishanica,plant_height,15cm,40cm,,tall;slender
1631,Carex_taldycola,inflorescence_length,5mm,9mm,,
1632,Carex_taldycola,inflorescence_size,5mm,12mm,,
1633,Carex_taldycola,inflorescence_width,4mm,5mm,,
1634,Carex_taldycola,leaf_width,2mm,4mm,,
1635,Carex_taldycola,plant_height,5.5cm,8cm,,tall;2
1636,Carex_tangiana,inflorescence_length,2.5cm,3.5cm,,
1637,Carex_tangiana,inflorescence_width,0.5cm,0.6cm,,
1638,Carex_tangiana,leaf_width,2mm,3mm,,
1639,Carex_tangiana,plant_height,30cm,40cm,,tall
1640,Carex_tangii,inflorescence_length,1.5cm,2.5cm,,
1641,Carex_tangii,inflorescence_width,3mm,5mm,,
1642,Carex_tangii,leaf_width,2mm,3mm,,
1643,Carex_tangii,plant_height,30cm,40cm,,tall;slender
1644,Carex_tangulashanensis,inflorescence_size,6mm;4mm,12mm;7mm,,
1645,Carex_tangulashanensis,leaf_width,2mm,3mm,,
1646,Carex_tangulashanensis,plant_height,2cm,4cm,,tall
1647,Carex_tapinzensis,inflorescence_size,2cm;2cm,3cm;4cm,,
1648,Carex_tapinzensis,leaf_width,2mm,4mm,,
1649,Carex_tapinzensis,plant_height,15cm,70cm,,tall;1;slender
1650,Carex_tarunensis,inflorescence_size,1cm,1.5cm,,
1651,Carex_tarunensis,leaf_width,2mm,3mm,,
1652,Carex_tarunensis,plant_height,20cm,60cm,,tall
1653,Carex_tatsiensis,inflorescence_length,1cm,2cm,,
1654,Carex_tatsiensis,inflorescence_size,1cm,2cm,,
1655,Carex_tatsiensis,inflorescence_width,0.5cm,0.8cm,,
1656,Carex_tatsiensis,leaf_width,1mm,2mm,,
1657,Carex_tatsiensis,nutlet_size,2.8mm,3.2mm,,
1658,Carex_tatsiensis,plant_height,15cm,30cm,,tall;slender
1659,Carex_tatsutakensis,inflorescence_length,7mm,12mm,,
1660,Carex_tatsutakensis,inflorescence_size,5mm,10mm,,
1661,Carex_tatsutakensis,leaf_width,2.5mm,8mm,,
1662,Carex_tatsutakensis,plant_height,10cm,30cm,,tall;slender
1663,Carex_teinogyna,inflorescence_size,1cm,5cm,lower,slender
1664,Carex_teinogyna,leaf_width,2.5mm,3mm,,
1665,Carex_teinogyna,plant_height,60cm;25cm,90cm;60cm,,tall;slender
1666,Carex_tenebrosa,inflorescence_size,5cm;3cm,6cm;7cm,,
1667,Carex_tenebrosa,leaf_width,5mm,8mm,,
1668,Carex_tenebrosa,plant_height,60cm,150cm,,tall
1669,Carex_tenuiflora,inflorescence_size,3mm,4mm,,
1670,Carex_tenuiflora,leaf_width,1mm,1.5mm,,
1671,Carex_tenuiflora,plant_height,20cm,50cm,,tall;slender
1672,Carex_tenuiformis,inflorescence_size,1.2cm;1.5cm,1.7cm;2cm,,
1673,Carex_tenuiformis,leaf_width,2mm,2.5mm,,
1674,Carex_tenuiformis,plant_height,20cm,40cm,,tall;slender
1675,Carex_tenuipaniculata,inflorescence_size,4mm,5mm,,
1676,Carex_tenuipaniculata,leaf_width,4mm,5mm,,
1677,Carex_tenuipaniculata,plant_height,30cm,40cm,,slender
1678,Carex_tenuispicula,inflorescence_length,10mm,40mm,,
1679,Carex_tenuispicula,inflorescence_size,3cm,4cm,terminal,0.5
1680,Carex_tenuispicula,inflorescence_width,1.5mm,2mm,terminal,thick
1681,Carex_tenuispicula,leaf_width,2mm,3mm,,
1682,Carex_tenuispicula,nutlet_size,1.5mm,2mm,,
