,species_name,coded_property_name,collapsed_data_maximum,collapsed_data_minimum
936,carex_limosa,leaf_width,2.5mm,1mm
937,carex_limosa,plant_height,60cm,20cm
938,carex_livida,fruit_width,2.5mm;1.8mm,2.1mm;1.2mm
939,carex_livida,inflorescence_length,12cm;1.8 length of proximal bract;8.59cm,8.59cm;0.6 length of proximal bract;2.2cm
940,carex_livida,leaf_width,6.5mm;3.5mm,3.5mm;1.5mm
941,carex_livida,plant_height,55cm,15cm
942,carex_loliacea,inflorescence_length,2.5cm,1cm
943,carex_loliacea,inflorescence_width,6mm,4mm
944,carex_loliacea,leaf_width,2mm,1mm
945,carex_loliacea,plant_height,40cm,15cm
946,carex_lonchocarpa,fruit_length,3.8mm;3.4mm,3.4mm;2.3mm
947,carex_lonchocarpa,fruit_width,2.4mm,1.8mm
948,carex_lonchocarpa,inflorescence_length,15cm;50cm,3cm;15cm
949,carex_lonchocarpa,leaf_width,4mm;12mm,3.5mm;4mm
950,carex_lonchocarpa,plant_height,35cm;35cm;125cm,25cm;25cm;35cm
951,carex_longii,inflorescence_length,6cm;4.5cm,4.5cm;1cm
952,carex_longii,inflorescence_width,14mm,5mm
953,carex_longii,leaf_width,4.5mm,2mm
954,carex_longii,plant_height,140cm;140cm;120cm,120cm;120cm;30cm
955,carex_louisianica,inflorescence_length,42cm,10cm
956,carex_louisianica,leaf_width,6mm;4mm,2mm;2mm
957,carex_louisianica,plant_height,75cm,20cm
958,carex_lucorum,fruit_length,2.2mm,1.3mm
959,carex_lucorum,fruit_width,1.6mm,0.9mm
960,carex_lucorum,leaf_width,3.6mm;1.5mm;3.6mm;1.5mm;1.3mm,0.7mm;1.2mm;1.5mm;1.3mm;1mm
961,carex_lucorum,plant_height,55cm,7cm
962,carex_lupuliformis,inflorescence_length,40cm,6cm
963,carex_lupuliformis,leaf_width,13mm;11mm,6mm;4mm
964,carex_lupuliformis,plant_height,130cm,50cm
965,carex_lupulina,inflorescence_length,40cm,4cm
966,carex_lupulina,leaf_width,15mm;11mm,4mm;3mm
967,carex_lupulina,plant_height,130cm;130cm;100cm,100cm;100cm;20cm
968,carex_lurida,inflorescence_length,18cm,2.7cm
969,carex_lurida,leaf_width,4.5mm;13mm;11.5mm,4mm;11.5mm;4.5mm
970,carex_lurida,plant_height,25cm;25cm;110cm;110cm;95cm,15cm;15cm;95cm;95cm;25cm
971,carex_lutea,fruit_length,1.9mm,1.4mm
972,carex_lutea,fruit_width,1.5mm,1.2mm
973,carex_lutea,leaf_width,3.8mm,1.8mm
974,carex_lutea,plant_height,65cm;65cm;125cm;125cm;110cm;125cm,40cm;40cm;110cm;110cm;65cm;65cm
975,carex_luzulifolia,fruit_length,2.2mm,1.5mm
976,carex_luzulifolia,fruit_width,1.2mm,0.85mm
977,carex_luzulifolia,leaf_width,20mm,5mm
978,carex_luzulifolia,plant_height,100cm,0cm
979,carex_luzulina,fruit_length,2mm,1.3mm
980,carex_luzulina,fruit_width,1.1mm,0.7mm
981,carex_luzulina,plant_height,90cm,0cm
982,carex_lyngbyei,leaf_width,8mm,3mm
983,carex_lyngbyei,plant_height,130cm,25cm
984,carex_mackenziei,fruit_length,2mm,1.75mm
985,carex_mackenziei,fruit_width,1.5mm,1.25mm
986,carex_mackenziei,inflorescence_length,5cm,1.5cm
987,carex_mackenziei,inflorescence_width,12mm,7mm
988,carex_mackenziei,leaf_width,3mm,1mm
989,carex_mackenziei,plant_height,40cm,10cm
990,carex_macloviana,inflorescence_length,2.1cm,0.9cm
991,carex_macloviana,inflorescence_width,18.5mm;15mm,15mm;10mm
992,carex_macloviana,plant_height,16cm;16cm;60cm,9cm;9cm;16cm
993,carex_macrocephala,fruit_length,4.5mm,3mm
994,carex_macrocephala,fruit_width,3mm,2.3mm
995,carex_macrocephala,plant_height,35cm,10cm
996,carex_macrochaeta,leaf_width,5mm,2mm
997,carex_macrochaeta,plant_height,70cm,20cm
998,carex_magellanica,inflorescence_length,22mm,6mm
999,carex_magellanica,inflorescence_width,8mm,4mm
1000,carex_magellanica,leaf_width,4mm,1mm
1001,carex_magellanica,plant_height,80cm,10cm
1002,carex_manhartii,fruit_length,2.2mm,1.8mm
1003,carex_manhartii,fruit_width,1.8mm,1.4mm
1004,carex_manhartii,inflorescence_length,1.2cm;5.3cm;3.2cm,0.9cm;3.2cm;1.2cm
1005,carex_manhartii,leaf_width,3.4mm,0.5mm
1006,carex_manhartii,plant_height,39cm,21cm
1007,carex_marina,fruit_length,1.5mm,1.25mm
1008,carex_marina,inflorescence_length,1.5cm,0.7cm
1009,carex_marina,inflorescence_width,7mm,4mm
1010,carex_marina,leaf_width,2mm,1mm
1011,carex_marina,plant_height,30cm;30cm;15cm,15cm;15cm;10cm
1012,carex_mariposana,inflorescence_length,4.8cm,1.7cm
1013,carex_mariposana,inflorescence_width,23mm;16mm,16mm;6mm
1014,carex_mariposana,leaf_width,3.9mm,1.6mm
1015,carex_mariposana,plant_height,91cm,20cm
1016,carex_maritima,inflorescence_length,2cm;1.6cm,1.6cm;0.5cm
1017,carex_maritima,plant_height,44cm;44cm;25cm,25cm;25cm;1cm
1018,carex_mckittrickensis,fruit_length,1.9mm,1.6mm
1019,carex_mckittrickensis,fruit_width,1.1mm,0.8mm
1020,carex_mckittrickensis,leaf_width,1mm,0.5mm
1021,carex_mckittrickensis,plant_height,35cm,22cm
1022,carex_meadii,fruit_length,4mm,2.7mm
1023,carex_meadii,fruit_width,2.5mm;2.2mm,2.2mm;1.7mm
1024,carex_meadii,inflorescence_length,25cm,4cm
1025,carex_meadii,leaf_width,7mm;5mm,5mm;2mm
1026,carex_meadii,plant_height,60cm,15cm
1027,carex_media,branch_quantity,4;2,2;1
1028,carex_media,leaf_width,4mm,2mm
1029,carex_media,plant_height,70cm;70cm;50cm,50cm;50cm;15cm
1030,carex_melanostachya,inflorescence_length,20cm,6cm
1031,carex_melanostachya,leaf_width,4mm;3.5mm,3.5mm;1.6mm
1032,carex_melanostachya,plant_height,65cm,25cm
1033,carex_membranacea,inflorescence_length,13cm;10cm,10cm;2.5cm
1034,carex_membranacea,leaf_width,6.2mm;5mm,5mm;2.5mm
1035,carex_membranacea,plant_height,55cm,13cm
1036,carex_mendocinensis,fruit_length,2.5mm,1.6mm
1037,carex_mendocinensis,fruit_width,1.5mm,0.9mm
1038,carex_mendocinensis,leaf_width,5.5mm;4mm;4mm,2.5mm;0mm;1mm
1039,carex_mendocinensis,plant_height,80cm,25cm
1040,carex_merritt-fernaldii,inflorescence_length,5cm,1.5cm
1041,carex_merritt-fernaldii,inflorescence_width,15mm,7mm
1042,carex_merritt-fernaldii,leaf_width,3mm,1.5mm
1043,carex_merritt-fernaldii,plant_height,100cm,30cm
1044,carex_mertensii,branch_quantity,9;6,6;4
1045,carex_mertensii,leaf_width,8mm,4mm
1046,carex_mertensii,plant_height,80cm,30cm
1047,carex_mesochorea,fruit_length,1.7mm,1.5mm
1048,carex_mesochorea,fruit_width,1.5mm,1.3mm
1049,carex_mesochorea,inflorescence_length,2cm,1cm
1050,carex_mesochorea,inflorescence_width,14mm,9mm
1051,carex_mesochorea,plant_height,100cm,15cm
1052,carex_michauxiana,fruit_length,3mm,2.2mm
1053,carex_michauxiana,fruit_width,1.7mm,1.2mm
1054,carex_michauxiana,inflorescence_length,18cm,1.8cm
1055,carex_michauxiana,leaf_width,4.2mm;3.5mm,3.5mm;1.6mm
1056,carex_michauxiana,plant_height,70cm,15cm
1057,carex_microchaeta,leaf_width,6mm,5mm
1058,carex_microchaeta,plant_height,35cm,5cm
1059,carex_microdonta,fruit_length,2.7mm,1.9mm
1060,carex_microdonta,fruit_width,1.6mm,1.2mm
1061,carex_microdonta,leaf_width,8.3mm;5.9mm;8.3mm,5.9mm;2.1mm;2.8mm
1062,carex_microdonta,plant_height,56cm,10cm
1063,carex_microglochin,fruit_length,2.4mm,2.1mm
1064,carex_microglochin,fruit_width,0.7mm,0.5mm
1065,carex_microglochin,leaf_width,0.8mm,0.5mm
1066,carex_microglochin,plant_height,4cm;4cm;36cm;36cm;23cm,2cm;2cm;23cm;23cm;4cm
1067,carex_micropoda,leaf_width,2mm;1.5mm,1.5mm;0.25mm
1068,carex_micropoda,plant_height,40cm;40cm;30cm,30cm;30cm;5cm
1069,carex_microptera,inflorescence_length,1.1cm;2.6cm,0.8cm;1.1cm
1070,carex_microptera,inflorescence_width,17.5mm,9.5mm
1071,carex_microptera,leaf_width,5mm,2mm
1072,carex_microptera,plant_height,110cm,20cm
1073,carex_misera,fruit_length,2.5mm,2mm
1074,carex_misera,fruit_width,1mm,0.8mm
1075,carex_misera,leaf_width,2mm;1mm,1mm;0mm
1076,carex_misera,plant_height,50cm,25cm
1077,carex_missouriensis,inflorescence_length,4.5cm,2cm
1078,carex_missouriensis,inflorescence_width,19mm,7.5mm
1079,carex_missouriensis,leaf_width,4mm;3.2mm,3.2mm;1.8mm
1080,carex_missouriensis,plant_height,90cm,45cm
1081,carex_mitchelliana,leaf_width,8mm,3mm
1082,carex_mitchelliana,plant_height,140cm,40cm
1083,carex_molesta,inflorescence_length,3.5cm;3cm,3cm;1.3cm
1084,carex_molesta,inflorescence_width,16mm,7mm
1085,carex_molesta,leaf_width,4mm,1.5mm
1086,carex_molesta,plant_height,110cm,35cm
1087,carex_molestiformis,inflorescence_length,3.4cm;2.7cm,2.7cm;1.4cm
1088,carex_molestiformis,inflorescence_width,16mm,7mm
1089,carex_molestiformis,leaf_width,3.8mm,1.7mm
1090,carex_molestiformis,plant_height,120cm,25cm
1091,carex_muehlenbergii,fruit_length,2.2mm,1.9mm
1092,carex_muehlenbergii,fruit_width,2.1mm,1.9mm
1093,carex_muehlenbergii,inflorescence_length,4cm,1.5cm
1094,carex_muehlenbergii,inflorescence_width,12mm,8mm
1095,carex_muehlenbergii,leaf_width,4mm,2mm
1096,carex_muehlenbergii,plant_height,90cm,20cm
1097,carex_multicaulis,leaf_width,1.5mm,0.8mm
1098,carex_multicaulis,plant_height,50cm,14cm
1099,carex_multicostata,inflorescence_length,3cm,1.6cm
1100,carex_multicostata,inflorescence_width,20mm,12mm
1101,carex_multicostata,leaf_width,3mm;5mm,2mm;3mm
1102,carex_multicostata,plant_height,110cm,14cm
1103,carex_muricata,fruit_length,2.4mm,1.9mm
1104,carex_muricata,fruit_width,2mm,1.5mm
1105,carex_muricata,inflorescence_length,3cm;2.5cm,2.5cm;1cm
1106,carex_muricata,inflorescence_width,10mm,7mm
1107,carex_muricata,leaf_width,4mm,2mm
1108,carex_muricata,plant_height,85cm,10cm
1109,carex_muriculata,inflorescence_length,2.5cm;7cm,1.6cm;2.5cm
1110,carex_muriculata,inflorescence_width,15mm,8mm
1111,carex_muriculata,leaf_width,40cm;3.3mm;2.5mm,7cm;2.5mm;1mm
1112,carex_muriculata,plant_height,20cm;20cm;80cm,10cm;10cm;20cm
1113,carex_muskingumensis,inflorescence_length,5cm;9cm,4cm;5cm
1114,carex_muskingumensis,inflorescence_width,20mm,10mm
1115,carex_muskingumensis,leaf_width,5mm,3mm
1116,carex_muskingumensis,plant_height,100cm,40cm
1117,carex_nebrascensis,leaf_width,12mm,3mm
1118,carex_nebrascensis,plant_height,90cm,20cm
1119,carex_nelsonii,branch_quantity,3,2
1120,carex_nelsonii,leaf_width,4mm,3mm
1121,carex_nelsonii,plant_height,30cm,15cm
1122,carex_nervina,branch_quantity,10,5
1123,carex_nervina,fruit_length,2mm,0mm
1124,carex_nervina,fruit_width,1.5mm,0mm
1125,carex_nervina,plant_height,70cm,0cm
1126,carex_neurophora,branch_quantity,10,5
1127,carex_neurophora,fruit_length,1.5mm,0mm
1128,carex_neurophora,fruit_width,1mm,0mm
1129,carex_neurophora,inflorescence_length,2.5cm,0cm
1130,carex_neurophora,inflorescence_width,1.5cm,0cm
1131,carex_neurophora,plant_height,60cm,0cm
1132,carex_nigra,leaf_width,4.5mm,2mm
1133,carex_nigra,plant_height,110cm,10cm
1134,carex_nigricans,plant_height,30cm,5cm
1135,carex_nigromarginata,fruit_length,2mm,1.4mm
1136,carex_nigromarginata,fruit_width,1.2mm,0.9mm
1137,carex_nigromarginata,leaf_width,4mm,1.4mm
1138,carex_nigromarginata,plant_height,27cm,8cm
1139,carex_normalis,inflorescence_length,5cm,1.5cm
1140,carex_normalis,inflorescence_width,16mm,5mm
1141,carex_normalis,leaf_width,6.5mm;6mm,6mm;2.2mm
1142,carex_normalis,plant_height,140cm,35cm
1143,carex_norvegica,branch_quantity,3;2,2;1
1144,carex_norvegica,leaf_width,3mm,2mm
1145,carex_norvegica,plant_height,35cm,5cm
1146,carex_nova,branch_quantity,3,2
1147,carex_nova,leaf_width,4mm,2.5mm
1148,carex_nova,plant_height,60cm,15cm
1149,carex_novae-angliae,fruit_length,1.7mm,1.4mm
1150,carex_novae-angliae,fruit_width,0.9mm,0.7mm
1151,carex_novae-angliae,leaf_width,1.5mm,0.7mm
1152,carex_novae-angliae,plant_height,40cm,5cm
1153,carex_nudata,leaf_width,4mm,2mm
1154,carex_nudata,plant_height,70cm,35cm
1155,carex_obispoensis,fruit_length,4mm,3mm
1156,carex_obispoensis,fruit_width,2.2mm,1.4mm
1157,carex_obispoensis,leaf_width,3.5mm,2mm
1158,carex_obnupta,leaf_width,7mm,3mm
1159,carex_obnupta,plant_height,120cm,20cm
1160,carex_obtusata,leaf_width,1.5mm,0.5mm
1161,carex_obtusata,plant_height,10cm;10cm;20cm,3cm;3cm;10cm
1162,carex_occidentalis,fruit_length,2mm,1.9mm
1163,carex_occidentalis,fruit_width,1.6mm,1.5mm
1164,carex_occidentalis,inflorescence_length,3.5cm,1.5cm
1165,carex_occidentalis,inflorescence_width,10mm,6mm
1166,carex_occidentalis,leaf_width,3mm;2.5mm,2.5mm;1.5mm
1167,carex_occidentalis,plant_height,90cm,25cm
1168,carex_oklahomensis,branch_quantity,20,15
1169,carex_oklahomensis,inflorescence_length,10cm,5cm
1170,carex_oligocarpa,branch_quantity,0.99;0.94,0.94;0.46
1171,carex_oligocarpa,fruit_length,3.4mm,2.8mm
1172,carex_oligocarpa,fruit_width,1.8mm,1.5mm
1173,carex_oligocarpa,leaf_width,2.4mm;4.6mm;4mm,1.8mm;4mm;2.4mm
1174,carex_oligocarpa,plant_height,8.8cm;55cm,3.2cm;10cm
1175,carex_oligosperma,inflorescence_length,20cm,3cm
1176,carex_oligosperma,leaf_width,2.5mm,0.5mm
1177,carex_oligosperma,plant_height,90cm,30cm
1178,carex_opaca,inflorescence_length,6.4cm;5.5cm,5.5cm;2.4cm
1179,carex_opaca,inflorescence_width,21mm,6.5mm
1180,carex_opaca,leaf_width,4.6mm,1.5mm
1181,carex_opaca,plant_height,115cm,50cm
1182,carex_oreocharis,fruit_length,3mm;2.6mm,2.6mm;2.2mm
1183,carex_oreocharis,fruit_width,1.9mm,1.2mm
1184,carex_oreocharis,leaf_width,1mm;2mm,0.7mm;1mm
1185,carex_oreocharis,plant_height,50cm,10cm
1186,carex_ormostachya,fruit_length,2.8mm,2mm
1187,carex_ormostachya,fruit_width,1.4mm,1mm
1188,carex_ormostachya,inflorescence_length,2.6cm,0.2cm
1189,carex_ormostachya,leaf_width,12mm,3.5mm
1190,carex_ormostachya,plant_height,44cm,28cm
1191,carex_oronensis,inflorescence_length,3.4cm,1.5cm
1192,carex_oronensis,inflorescence_width,15mm,6mm
1193,carex_oronensis,leaf_width,4mm,2mm
1194,carex_oronensis,plant_height,100cm,30cm
1195,carex_ouachitana,branch_quantity,0.95;0.57,0.57;0.21
1196,carex_ouachitana,fruit_length,3.4mm,2.6mm
1197,carex_ouachitana,fruit_width,1.8mm,1.4mm
1198,carex_ouachitana,leaf_width,6.7mm;5.1mm,5.1mm;2.4mm
1199,carex_ouachitana,plant_height,68cm;68cm;60cm,60cm;60cm;20cm
1200,carex_ovalis,inflorescence_length,4cm,1.5cm
1201,carex_ovalis,inflorescence_width,15mm,10mm
1202,carex_ovalis,plant_height,35cm;35cm;85cm,24cm;24cm;35cm
1203,carex_oxylepis,fruit_length,2.5mm,1.7mm
1204,carex_oxylepis,fruit_width,1.5mm,1mm
1205,carex_oxylepis,leaf_width,7mm;3mm,3mm;1.5mm
1206,carex_oxylepis,plant_height,80cm,25cm
1207,carex_ozarkana,inflorescence_length,8.4cm,2.3cm
1208,carex_ozarkana,inflorescence_width,17mm,6mm
1209,carex_ozarkana,leaf_width,4mm,1.8mm
1210,carex_ozarkana,plant_height,45cm;45cm;110cm;110cm;95cm,35cm;35cm;95cm;95cm;45cm
1211,carex_pachystachya,inflorescence_length,2.8cm,0.9cm
1212,carex_pachystachya,inflorescence_width,16.3mm,6.7mm
1213,carex_pachystachya,leaf_width,6.5mm;4.2mm,4.2mm;1.2mm
1214,carex_pachystachya,plant_height,120cm,15cm
1215,carex_paeninsulae,branch_quantity,0.95,0.73
1216,carex_paeninsulae,fruit_length,3.4mm,2.9mm
1217,carex_paeninsulae,fruit_width,1.4mm,1.3mm
1218,carex_paeninsulae,inflorescence_length,29cm,8.1cm
1219,carex_paeninsulae,leaf_width,4.6mm,3mm
1220,carex_paeninsulae,plant_height,11.4cm;39cm,4.8cm;8.9cm
1221,carex_paleacea,leaf_width,8mm,4mm
1222,carex_paleacea,plant_height,80cm,15cm
1223,carex_pallescens,fruit_length,2mm,1.8mm
1224,carex_pallescens,fruit_width,1.2mm,1mm
1225,carex_pallescens,leaf_width,3mm,2mm
1226,carex_pallescens,plant_height,80cm,20cm
1227,carex_panicea,fruit_length,2.9mm,1.8mm
1228,carex_panicea,fruit_width,1.9mm,1.3mm
1229,carex_panicea,inflorescence_length,21cm,3.2cm
1230,carex_panicea,leaf_width,4.7mm,1.4mm
1231,carex_panicea,plant_height,14cm;14cm;75cm,0.8cm;0.8cm;14cm
1232,carex_pansa,inflorescence_length,2.5cm,1.2cm
1233,carex_pansa,leaf_width,3.8mm,1.7mm
1234,carex_pansa,plant_height,40cm,8cm
1235,carex_parallela,fruit_length,2mm,1.6mm
1236,carex_parallela,fruit_width,1.3mm,0.9mm
1237,carex_parallela,leaf_width,1mm,0.4mm
1238,carex_parallela,plant_height,30cm,5cm
1239,carex_parryana,branch_quantity,5,2
1240,carex_parryana,leaf_width,4mm,2mm
1241,carex_parryana,plant_height,35cm,10cm
1242,carex_pauciflora,fruit_length,2.4mm,2mm
1243,carex_pauciflora,fruit_width,1mm,0.8mm
1244,carex_paysonis,leaf_width,6mm,3mm
1245,carex_paysonis,plant_height,50cm,15cm
1246,carex_peckii,fruit_length,2.4mm,1.9mm
1247,carex_peckii,fruit_width,1.3mm,1mm
1248,carex_peckii,leaf_width,3.3mm,1mm
1249,carex_peckii,plant_height,47cm,21cm
1250,carex_pedunculata,fruit_width,1.6mm,1.5mm
1251,carex_pedunculata,leaf_width,4mm,1.4mm
1252,carex_pedunculata,plant_height,28cm,8.8cm
1253,carex_pellita,inflorescence_length,30cm,5cm
1254,carex_pellita,plant_height,100cm,15cm
1255,carex_pelocarpa,branch_quantity,3,2
1256,carex_pelocarpa,leaf_width,4mm,3mm
1257,carex_pelocarpa,plant_height,40cm,10cm
1258,carex_pendula,inflorescence_length,100cm,20cm
1259,carex_pendula,leaf_width,18mm,8mm
1260,carex_pensylvanica,fruit_length,2.3mm,1.3mm
1261,carex_pensylvanica,fruit_width,1.6mm;1.4mm,1.4mm;0.9mm
1262,carex_pensylvanica,leaf_width,3.6mm,0.5mm
1263,carex_pensylvanica,plant_height,45cm,10cm
1264,carex_perdentata,branch_quantity,5;2.5,2.5;0
1265,carex_perdentata,fruit_length,2.8mm,1.8mm
1266,carex_perdentata,fruit_width,2.2mm,1.5mm
1267,carex_perdentata,inflorescence_length,2.8cm,1.4cm
1268,carex_perdentata,inflorescence_width,14.5mm,9mm
1269,carex_perdentata,leaf_width,4.6mm,2.2mm
1270,carex_perdentata,plant_height,90cm;90cm;75cm,75cm;75cm;17cm
1271,carex_perglobosa,inflorescence_length,1.8cm,1cm
1272,carex_perglobosa,plant_height,15cm,5cm
1273,carex_petasata,inflorescence_length,2.5cm;6cm;4.5cm,2cm;4.5cm;2.5cm
1274,carex_petasata,inflorescence_width,16mm,9mm
1275,carex_petasata,leaf_width,5mm;4mm,4mm;2mm
1276,carex_petasata,plant_height,85cm,30cm
1277,carex_petricosa,fruit_length,2.2mm,1.7mm
1278,carex_petricosa,fruit_width,1.3mm,1mm
1279,carex_petricosa,inflorescence_length,22cm;12cm,12cm;3cm
1280,carex_petricosa,leaf_width,3.5mm,1mm
1281,carex_petricosa,plant_height,90cm;90cm;50cm,10cm;0cm;0cm
1282,carex_phaeocephala,inflorescence_length,4cm;3.5cm,3.5cm;1.5cm
1283,carex_phaeocephala,inflorescence_width,15mm,10mm
1284,carex_phaeocephala,leaf_width,3mm;2.5mm,2.5mm;1mm
1285,carex_phaeocephala,plant_height,15cm;15cm;45cm,5cm;5cm;15cm
1286,carex_picta,leaf_width,4.5mm,2mm
1287,carex_picta,plant_height,35cm,12cm
1288,carex_pigra,branch_quantity,0.93,0.71
1289,carex_pigra,fruit_length,3.1mm,2.6mm
1290,carex_pigra,fruit_width,1.4mm;1.6mm,1.3mm;1.4mm
1291,carex_pigra,leaf_width,12.3mm,6.1mm
1292,carex_pigra,plant_height,50cm,10cm
1293,carex_pityophila,fruit_length,2.1mm,1.9mm
1294,carex_pityophila,fruit_width,1.6mm,1.4mm
1295,carex_pityophila,leaf_width,2.6mm;1.5mm,1.5mm;0.8mm
1296,carex_pityophila,plant_height,12cm,3cm
1297,carex_planispicata,branch_quantity,0.96,0.55
1298,carex_planispicata,fruit_length,3.7mm,2.8mm
1299,carex_planispicata,fruit_width,1.7mm,1.3mm
1300,carex_planispicata,leaf_width,3.5mm;6.5mm,3mm;3.5mm
1301,carex_planispicata,plant_height,60cm,14cm
1302,carex_planostachys,fruit_length,2.5mm,2.4mm
1303,carex_planostachys,fruit_width,1.7mm,1.5mm
1304,carex_planostachys,plant_height,30cm,0cm
1305,carex_plantaginea,fruit_length,2.7mm,2.2mm
1306,carex_plantaginea,fruit_width,1.9mm,1.5mm
1307,carex_plantaginea,plant_height,54cm,24cm
1308,carex_platyphylla,fruit_length,3mm,2.8mm
1309,carex_platyphylla,fruit_width,1.8mm,1.6mm
1310,carex_platyphylla,inflorescence_length,0.8cm,0.1cm
1311,carex_platyphylla,plant_height,38cm,14cm
1312,carex_pluriflora,leaf_width,4mm,1.5mm
1313,carex_pluriflora,plant_height,60cm,20cm
1314,carex_podocarpa,leaf_width,6mm,3mm
1315,carex_podocarpa,plant_height,60cm,5cm
1316,carex_polymorpha,fruit_length,2.8mm,2.2mm
1317,carex_polymorpha,fruit_width,2.3mm,1.4mm
1318,carex_polymorpha,inflorescence_length,19cm,6cm
1319,carex_polymorpha,leaf_width,6mm,2.5mm
1320,carex_polymorpha,plant_height,60cm,30cm
1321,carex_praeceptorum,fruit_width,1mm,0.8mm
1322,carex_praeceptorum,inflorescence_length,2cm;1.5cm,1.5cm;1cm
1323,carex_praeceptorum,inflorescence_width,10mm,5mm
1324,carex_praeceptorum,leaf_width,2.5mm,1.5mm
1325,carex_praeceptorum,plant_height,30cm;30cm;20cm,20cm;20cm;10cm
1326,carex_praegracilis,inflorescence_length,4cm,0.9cm
1327,carex_praegracilis,leaf_width,3.5mm;3mm,3mm;1mm
1328,carex_praegracilis,plant_height,25cm;25cm;100cm;100cm;80cm,10cm;10cm;80cm;80cm;25cm
1329,carex_prairea,branch_quantity,5,1
1330,carex_prairea,fruit_length,1.6mm,1.2mm
1331,carex_prairea,fruit_width,1mm,0.7mm
1332,carex_prairea,leaf_width,3mm,2mm
1333,carex_prairea,plant_height,6cm;100cm,3cm;6cm
1334,carex_prasina,fruit_length,2mm,1.3mm
1335,carex_prasina,fruit_width,1.2mm,1mm
1336,carex_prasina,leaf_width,5mm;3mm,2mm;2mm
1337,carex_prasina,plant_height,80cm,30cm
1338,carex_praticola,inflorescence_length,2.5cm;5cm,1.7cm;2.5cm
1339,carex_praticola,inflorescence_width,17mm;15mm,15mm;10mm
1340,carex_praticola,plant_height,30cm;30cm;95cm;95cm;70cm,16cm;16cm;70cm;70cm;30cm
1341,carex_preslii,inflorescence_length,3cm,1.4cm
1342,carex_preslii,inflorescence_width,8mm;15mm,5mm;8mm
1343,carex_preslii,leaf_width,3.6mm,1.7mm
1344,carex_preslii,plant_height,56cm,23cm
1345,carex_projecta,inflorescence_length,6cm,2.5cm
1346,carex_projecta,inflorescence_width,14mm,7mm
1347,carex_projecta,leaf_width,7mm,3mm
1348,carex_projecta,plant_height,90cm,50cm
1349,carex_proposita,inflorescence_length,3cm,1.7cm
1350,carex_proposita,inflorescence_width,18mm,11mm
1351,carex_proposita,leaf_width,1mm;2.5mm;2mm,0.5mm;2mm;1mm
1352,carex_proposita,plant_height,35cm,10cm
1353,carex_pseudocyperus,inflorescence_length,15cm,4cm
1354,carex_pseudocyperus,leaf_width,13mm,4mm
1355,carex_pseudocyperus,plant_height,100cm,25cm
1356,carex_pumila,inflorescence_length,19cm,2.5cm
1357,carex_pumila,leaf_width,3.3mm,1.5mm
1358,carex_pumila,plant_height,30cm,8cm
1359,carex_purpurifera,fruit_length,3.8mm,3.4mm
1360,carex_purpurifera,fruit_width,2mm,1.6mm
1361,carex_purpurifera,inflorescence_length,3.1cm;15.7cm;5.4cm,0.4cm;5.4cm;3.1cm
1362,carex_purpurifera,leaf_width,3.4mm;10mm,0.5mm;5mm
1363,carex_purpurifera,plant_height,56cm,28cm
1364,carex_radfordii,fruit_length,2.8mm,1.2mm
1365,carex_radfordii,fruit_width,1.4mm,0.9mm
1366,carex_radfordii,leaf_width,3.4mm;10mm,0.5mm;5mm
1367,carex_radfordii,plant_height,61cm,28cm
1368,carex_radiata,fruit_length,2mm,1.5mm
1369,carex_radiata,fruit_width,1.4mm,1mm
1370,carex_radiata,inflorescence_length,7cm,3cm
1371,carex_radiata,inflorescence_width,7.5mm,5mm
1372,carex_radiata,leaf_width,1.9mm,1.3mm
1373,carex_radiata,plant_height,80cm,20cm
1374,carex_ramenskii,leaf_width,4mm,2mm
1375,carex_ramenskii,plant_height,50cm,10cm
1376,carex_rariflora,leaf_width,2.5mm,1mm
1377,carex_rariflora,plant_height,35cm,5cm
1378,carex_raynoldsii,branch_quantity,4,2
1379,carex_raynoldsii,leaf_width,7mm,3mm
1380,carex_raynoldsii,plant_height,75cm,20cm
1381,carex_recta,leaf_width,5mm,2.5mm
1382,carex_recta,plant_height,80cm,25cm
1383,carex_reniformis,inflorescence_length,5cm,2cm
1384,carex_reniformis,inflorescence_width,14mm,6mm
1385,carex_reniformis,leaf_width,3.2mm,1.8mm
1386,carex_reniformis,plant_height,75cm,25cm
1387,carex_retroflexa,fruit_length,1.6mm,1.3mm
1388,carex_retroflexa,fruit_width,1.5mm,1.3mm
1389,carex_retroflexa,inflorescence_length,4cm,1cm
1390,carex_retroflexa,inflorescence_width,9mm,5mm
1391,carex_retroflexa,leaf_width,3mm,1.4mm
1392,carex_retroflexa,plant_height,75cm,10cm
1393,carex_retrorsa,inflorescence_length,35cm;20cm,20cm;3cm
1394,carex_retrorsa,leaf_width,10mm,3mm
1395,carex_retrorsa,plant_height,105cm,10cm
1396,carex_richardsonii,fruit_length,1.8mm,1.7mm
1397,carex_richardsonii,fruit_width,1.2mm,1.1mm
1398,carex_richardsonii,leaf_width,3.3mm,0.9mm
1399,carex_richardsonii,plant_height,32cm,14cm
1400,carex_roanensis,inflorescence_length,6mm,5mm
1401,carex_roanensis,leaf_width,4.5mm;3.5mm,2.5mm;2mm
1402,carex_roanensis,plant_height,85cm,60cm
1403,carex_rosea,fruit_length,2.2mm,1.6mm
1404,carex_rosea,fruit_width,1.6mm,1.1mm
1405,carex_rosea,inflorescence_length,7cm,2cm
