,property_name,from,to,species_name,file_name,property_constraint,value
27,spike_architecture,,,carex_bullata,../../data/external/FNAV23/V23_939.xml,,staminate
28,scale_architecture,,,carex_bullata,../../data/external/FNAV23/V23_939.xml,,pistillate
29,scale_shape,,,carex_bullata,../../data/external/FNAV23/V23_939.xml,,ovate
30,scale_length,3.5mm,5.2mm,carex_bullata,../../data/external/FNAV23/V23_939.xml,,
31,scale_width,1.1mm,2.1mm,carex_bullata,../../data/external/FNAV23/V23_939.xml,,
32,scale_height_or_length_or_size,,,carex_bullata,../../data/external/FNAV23/V23_939.xml,,shorter
33,margin_architecture_or_shape,,,carex_bullata,../../data/external/FNAV23/V23_939.xml,,entire
34,apex_shape,obtuse,acute,carex_bullata,../../data/external/FNAV23/V23_939.xml,,
35,apex_architecture,,,carex_bullata,../../data/external/FNAV23/V23_939.xml,,awnless
36,perigynium_orientation,ascending,spreading,carex_bullata,../../data/external/FNAV23/V23_939.xml,,
37,perigynium_coloration,,,carex_bullata,../../data/external/FNAV23/V23_939.xml,,green
38,perigynium_coloration,,,carex_bullata,../../data/external/FNAV23/V23_939.xml,,straw colored
39,perigynium_architecture,,,carex_bullata,../../data/external/FNAV23/V23_939.xml,,9-12-veined
40,vein_shape,,,carex_bullata,../../data/external/FNAV23/V23_939.xml,,lanceovate
41,vein_length,5.9mm,10.2mm,carex_bullata,../../data/external/FNAV23/V23_939.xml,,
42,vein_width,2.4mm,3.3mm,carex_bullata,../../data/external/FNAV23/V23_939.xml,,
43,apex_condition_or_size,,,carex_bullata,../../data/external/FNAV23/V23_939.xml,,contracted
44,beak_atypical_some_measurement,4.2mm,4.8mm,carex_bullata,../../data/external/FNAV23/V23_939.xml,,
45,beak_some_measurement,2.4mm,4.2mm,carex_bullata,../../data/external/FNAV23/V23_939.xml,,
46,beak_shape,,,carex_bullata,../../data/external/FNAV23/V23_939.xml,,bidentate
47,beak_pubescence_or_relief,,,carex_bullata,../../data/external/FNAV23/V23_939.xml,,scabrous
48,tooth_course,,,carex_bullata,../../data/external/FNAV23/V23_939.xml,,straight
49,tooth_some_measurement,0.5mm,1.4mm,carex_bullata,../../data/external/FNAV23/V23_939.xml,,
50,stigma_quantity,,,carex_bullata,../../data/external/FNAV23/V23_939.xml,,3
51,achene_coloration,,,carex_bullata,../../data/external/FNAV23/V23_939.xml,,brown
52,achene_architecture_or_shape,,,carex_bullata,../../data/external/FNAV23/V23_939.xml,,symmetric
53,achene_shape,,,carex_bullata,../../data/external/FNAV23/V23_939.xml,,indented
54,achene_shape,,,carex_bullata,../../data/external/FNAV23/V23_939.xml,,trigonous
55,achene_architecture_or_pubescence_or_relief,,,carex_bullata,../../data/external/FNAV23/V23_939.xml,,smooth
0,culm_some_measurement,25cm,60cm,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,,
1,culm_pubescence_or_relief,,,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,,scabrous
2,culm_pubescence,,,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,,pilose
3,leaf-blade_width,4mm,8mm,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,,
4,spike_atypical_length,17mm,22mm,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,lateral,
5,spike_length,5mm,17mm,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,lateral,
6,spike_width,4mm,6mm,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,lateral,
7,spike_length,8mm,20mm,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,terminal,
8,spike_width,1.8mm,3mm,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,terminal,
9,scale_architecture,,,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,,pistillate
10,scale_architecture,,,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,,3-veined
11,scale_arrangement_or_shape,,,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,,obovate-circular
12,scale_length,3mm,5mm,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,,
13,scale_width,1.2mm,2.5mm,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,,
14,apex_shape,,,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,,acuminate
15,awn_some_measurement,0.5mm,2mm,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,,
16,perigynium_length,3.5mm,5mm,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,,
17,perigynium_width,1.5mm,1.8mm,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,,
18,achene_architecture,,,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,,sessile
19,achene_length,2.5mm,2.8mm,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,,
20,achene_width,1.2mm,1.5mm,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,,
21,chromosome_quantity,,,carex_hirtifolia,../../data/external/FNAV23/V23_911.xml,2n,50
0,whole_organism_growth_form,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,cespitose
1,whole_organism_growth_form,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,plant
2,rhizome_fragility_or_size,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,stout
3,culm_some_measurement,0cm,12cm,carex_lativena,../../data/external/FNAV23/V23_905.xml,,
4,culm_pubescence_or_relief,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,scabrous
5,leaf-blade_shape,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,v--shaped
6,cross-section_width,0.5mm,1.2mm,carex_lativena,../../data/external/FNAV23/V23_905.xml,,
7,cross-section_width,1.2mm,2mm,carex_lativena,../../data/external/FNAV23/V23_905.xml,,
8,cross-section_relief,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,papillose
9,cross-section_pubescence_or_relief,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,scabrous
10,sheath_some_measurement,2.5mm,3mm,carex_lativena,../../data/external/FNAV23/V23_905.xml,,
11,spike_quantity,1,2,carex_lativena,../../data/external/FNAV23/V23_905.xml,lateral,
12,spike_length,3mm,7mm,carex_lativena,../../data/external/FNAV23/V23_905.xml,lateral,
13,spike_width,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,lateral,4
14,spike_quantity,2,3,carex_lativena,../../data/external/FNAV23/V23_905.xml,distal lateral,
15,spike_architecture,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,terminal,staminate
16,spike_reproduction,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,terminal,gynecandrous
17,spike_length,7mm,8mm,carex_lativena,../../data/external/FNAV23/V23_905.xml,terminal,
18,spike_width,1.5mm,2mm,carex_lativena,../../data/external/FNAV23/V23_905.xml,terminal,
19,scale_architecture,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,pistillate
20,scale_architecture,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,3-5(-10)-veined
21,scale_shape,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,obovate
22,scale_length,3.5mm,4.2mm,carex_lativena,../../data/external/FNAV23/V23_905.xml,,
23,scale_width,1.3mm,2mm,carex_lativena,../../data/external/FNAV23/V23_905.xml,,
24,scale_length_or_size,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,proximal,longer
25,apex_shape,subobtuse,acuminate,carex_lativena,../../data/external/FNAV23/V23_905.xml,,
26,apex_shape,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,mucronate
27,scale_architecture,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,staminate
28,scale_architecture,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,5-veined
29,scale_length,4mm,5mm,carex_lativena,../../data/external/FNAV23/V23_905.xml,,
30,scale_width,1.5mm,2.1mm,carex_lativena,../../data/external/FNAV23/V23_905.xml,,
31,perigynium_architecture,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,15-27-veined
32,vein_width,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,wide
33,vein_width,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,wider
34,vein_shape,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,obovoid
35,vein_length,3mm,4mm,carex_lativena,../../data/external/FNAV23/V23_905.xml,,
36,vein_atypical_width,1.1mm,1.4mm,carex_lativena,../../data/external/FNAV23/V23_905.xml,,
37,vein_atypical_width,1.9mm,2.1mm,carex_lativena,../../data/external/FNAV23/V23_905.xml,,
38,vein_width,1.4mm,1.9mm,carex_lativena,../../data/external/FNAV23/V23_905.xml,,
39,vein_pubescence,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,glabrous
40,vein_pubescence,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,hispidulous
41,face_some_measurement,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,0.1
42,beak_fusion,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,distinct
43,beak_shape,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,bent
44,beak_some_measurement,0.1mm,0.5mm,carex_lativena,../../data/external/FNAV23/V23_905.xml,,
45,achene_architecture,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,sessile
46,achene_length,2mm,2.4mm,carex_lativena,../../data/external/FNAV23/V23_905.xml,,
47,achene_atypical_width,1.1mm,1.4mm,carex_lativena,../../data/external/FNAV23/V23_905.xml,,
48,achene_width,1.4mm,1.9mm,carex_lativena,../../data/external/FNAV23/V23_905.xml,,
49,face_quantity,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,2
50,face_shape,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,convex
51,apex_shape,,,carex_lativena,../../data/external/FNAV23/V23_905.xml,,retuse
0,whole_organism_growth_form,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,cespitose
1,whole_organism_growth_form,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,plant
2,culm_some_measurement,35cm,100cm,carex_straminea,../../data/external/FNAV23/V23_642.xml,,
3,sheath_architecture,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,green-veined
4,sheath_texture,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,firm
5,collar_size_or_width,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,narrow
6,collar_coloration,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,hyaline
7,band_size_or_width,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,narrow
8,band_coloration,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,hyaline
9,region_shape,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,sharp
10,region_shape,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,y--shaped
11,summit_shape,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,u--shaped
12,ligule_some_measurement,1.5mm,4.5mm,carex_straminea,../../data/external/FNAV23/V23_642.xml,distal,
13,blade_quantity,3,4,carex_straminea,../../data/external/FNAV23/V23_642.xml,,
14,blade_length,15cm,30cm,carex_straminea,../../data/external/FNAV23/V23_642.xml,,
15,blade_width,1.5mm,3mm,carex_straminea,../../data/external/FNAV23/V23_642.xml,,
16,culm_reproduction,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,fertile
17,inflorescence_orientation,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,nodding
18,inflorescence_architecture,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,open
19,inflorescence_coloration,yellowbrown,reddish-brown,carex_straminea,../../data/external/FNAV23/V23_642.xml,,
20,inflorescence_length,3.5cm,8cm,carex_straminea,../../data/external/FNAV23/V23_642.xml,,
21,inflorescence_width,5mm,14mm,carex_straminea,../../data/external/FNAV23/V23_642.xml,,
22,internode_some_measurement,5mm,18mm,carex_straminea,../../data/external/FNAV23/V23_642.xml,proximal,
23,internode_some_measurement,5mm,17mm,carex_straminea,../../data/external/FNAV23/V23_642.xml,,
24,bract_shape,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,proximal,scale-like
25,bract_height_or_length_or_size,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,proximal,shorter
26,tip_height_or_length_or_size,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,bristle,shorter
27,spike_quantity,3,7,carex_straminea,../../data/external/FNAV23/V23_642.xml,,
28,spike_arrangement,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,distant
29,spike_fusion,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,distinct
30,spike_shape,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,globose
31,spike_atypical_length,6mm,9mm,carex_straminea,../../data/external/FNAV23/V23_642.xml,,
32,spike_length,9mm,14mm,carex_straminea,../../data/external/FNAV23/V23_642.xml,,
33,spike_width,6mm,9mm,carex_straminea,../../data/external/FNAV23/V23_642.xml,,
34,base_shape,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,attenuate
35,apex_shape,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,rounded
36,portion_architecture,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,staminate
37,portion_some_measurement,2mm,6mm,carex_straminea,../../data/external/FNAV23/V23_642.xml,,
38,scale_architecture,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,pistillate
39,scale_coloration,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,reddish-brown
40,scale_shape,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,lanceolate
41,scale_some_measurement,2.5mm,3mm,carex_straminea,../../data/external/FNAV23/V23_642.xml,,
42,scale_height_or_length_or_size,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,shorter
43,scale_length_or_size,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,longer
44,scale_width,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,shorter or longer and narrower
45,midstripe_coloration,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,green
46,midstripe_coloration,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,pale
47,margin_coloration,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,reddish-brown
48,apex_texture,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,firm
49,apex_shape,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,acuminate
50,apex_shape,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,awned
51,apex_some_measurement,0mm,0.8mm,carex_straminea,../../data/external/FNAV23/V23_642.xml,,
52,scale_architecture,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,staminate
53,margin_coloration,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,reddish-brown
54,perigynium_orientation,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,spreading
55,perigynium_coloration,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,reddish-brown
56,perigynium_architecture,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,5-veined
57,perigynium_shape,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,orbiculate
58,perigynium_prominence_or_shape,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,flat
59,perigynium_thickness,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,4-5.6×1.8-2.8
60,perigynium_thickness,0.4mm,0.5mm,carex_straminea,../../data/external/FNAV23/V23_642.xml,,
61,base_shape,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,rounded
62,margin_prominence_or_shape,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,flat
63,margin_width,0.6mm,0.9mm,carex_straminea,../../data/external/FNAV23/V23_642.xml,,
64,beak_orientation,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,spreading
65,beak_coloration,pale,reddish-brown,carex_straminea,../../data/external/FNAV23/V23_642.xml,,
66,beak_prominence_or_shape,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,flat
67,beak_architecture_or_shape,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,ciliate-serrulate
68,margin_coloration,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,golden brown
69,achene_some_measurement,2mm,3mm,carex_straminea,../../data/external/FNAV23/V23_642.xml,,
70,achene_arrangement_or_shape,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,elliptic
71,achene_thickness,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,,1.5-1.8×0.8-1
72,achene_thickness,0.3mm,0.4mm,carex_straminea,../../data/external/FNAV23/V23_642.xml,,
73,chromosome_quantity,,,carex_straminea,../../data/external/FNAV23/V23_642.xml,2n,74
0,sheath_architecture_or_pubescence_or_relief,,,carex_tenera,../../data/external/FNAV23/V23_656.xml,,smooth
1,beak_orientation,,,carex_tenera,../../data/external/FNAV23/V23_656.xml,perigynium,squarrose-spreading
2,beak_some_measurement,3.9mm,4.6mm,carex_tenera,../../data/external/FNAV23/V23_656.xml,perigynium,
3,beak_some_measurement,0.7mm,1.6mm,carex_tenera,../../data/external/FNAV23/V23_656.xml,perigynium,
4,scale_architecture,,,carex_tenera,../../data/external/FNAV23/V23_656.xml,,pistillate
0,whole_organism_growth_form,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,cespitose
1,whole_organism_growth_form,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,plant
2,culm_shape,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,angled
3,culm_some_measurement,40cm,150cm,carex_crinita,../../data/external/FNAV23/V23_681.xml,,
4,culm_pubescence_or_relief,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,scabrous
5,sheath_coloration,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,basal,redbrown
6,sheath_coloration,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,basal,brown
7,sheath_architecture,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,bladeless
8,sheath_pubescence,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,glabrous
9,front_coloration,redbrown,copper-brown,carex_crinita,../../data/external/FNAV23/V23_681.xml,,
10,spot_presence,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,absent
11,spot_architecture,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,ladder-fibrillose
12,apex_shape,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,u--shaped
13,blade_architecture,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,hypostomic
14,blade_relief,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,papillose
15,bract_length_or_size,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,proximal,longer
16,bract_width,3mm,6mm,carex_crinita,../../data/external/FNAV23/V23_681.xml,proximal,
17,spike_orientation,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,pendent
18,spike_architecture,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,staminate
19,whole-organism_quantity,1,3,carex_crinita,../../data/external/FNAV23/V23_681.xml,,
20,base_shape,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,cuneate
21,base_shape,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,attenuate
22,scale_architecture,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,pistillate
23,scale_coloration,pale,copper-brown,carex_crinita,../../data/external/FNAV23/V23_681.xml,,
24,midvein_shape,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,retuse
25,midvein_shape,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,aristate
26,apex_width,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,broad
27,perigynium_arrangement,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,divergent
28,perigynium_coloration,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,pale-brown
29,perigynium_shape,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,inflated
30,perigynium_shape,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,obovoid
31,perigynium_reflectance,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,dull
32,apex_shape,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,rounded
33,apex_shape,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,obtuse
34,apex_shape,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,truncate
35,apex_pubescence,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,glabrous
36,achene_size,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,constricted
37,margin_quantity,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,lacking
38,constriction_quantity,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,,lacking
39,base_course,,,carex_crinita,../../data/external/FNAV23/V23_681.xml,style,straight
0,spike_architecture,,,carex_debilis,../../data/external/FNAV23/V23_859.xml,lateral,pistillate
1,perigynium_arrangement,,,carex_debilis,../../data/external/FNAV23/V23_859.xml,,overlapping
2,perigynium_fixation,,,carex_debilis,../../data/external/FNAV23/V23_859.xml,,attached
3,perigynium_some_measurement,3mm,6mm,carex_debilis,../../data/external/FNAV23/V23_859.xml,,
4,perigynium_arrangement,,,carex_debilis,../../data/external/FNAV23/V23_859.xml,,apart
5,scale_architecture,,,carex_debilis,../../data/external/FNAV23/V23_859.xml,,pistillate
6,margin_coloration,,,carex_debilis,../../data/external/FNAV23/V23_859.xml,,hyaline
7,margin_coloration,,,carex_debilis,../../data/external/FNAV23/V23_859.xml,,white
8,margin_coloration,,,carex_debilis,../../data/external/FNAV23/V23_859.xml,,pale
9,apex_shape,usually blunt,acute,carex_debilis,../../data/external/FNAV23/V23_859.xml,,
10,apex_architecture_or_shape,,,carex_debilis,../../data/external/FNAV23/V23_859.xml,,cuspidate
11,perigynium_shape,,,carex_debilis,../../data/external/FNAV23/V23_859.xml,,fusiform
12,perigynium_some_measurement,5.5mm,8.7mm,carex_debilis,../../data/external/FNAV23/V23_859.xml,,
13,beak_shape,,,carex_debilis,../../data/external/FNAV23/V23_859.xml,,elongate
14,beak_length,,,carex_debilis,../../data/external/FNAV23/V23_859.xml,,1/2 length of perigynium
15,apex_shape,,,carex_debilis,../../data/external/FNAV23/V23_859.xml,,tapering
16,chromosome_quantity,,,carex_debilis,../../data/external/FNAV23/V23_859.xml,2n,52
17,chromosome_quantity,,,carex_debilis,../../data/external/FNAV23/V23_859.xml,2n,54
18,chromosome_quantity,,,carex_debilis,../../data/external/FNAV23/V23_859.xml,2n,55
19,chromosome_quantity,,,carex_debilis,../../data/external/FNAV23/V23_859.xml,2n,56
0,culm_some_measurement,8cm,60cm,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,,
1,leaf-blade_width,1.5mm,3.5mm,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,,
2,peduncle_some_measurement,,,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,,1
3,peduncle_length_or_size,,,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,,longer
4,bract_coloration,,,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,proximal,white
5,bract_width,2mm,3.5mm,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,proximal,
6,spike_quantity,3,7,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,proximal,
7,spike_architecture,,,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,,pistillate
8,spike_length,1.2cm,6cm,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,,
9,spike_width,2mm,4mm,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,,
10,spike_architecture,,,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,terminal,staminate
11,scale_architecture,,,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,,pistillate
12,scale_coloration,,,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,,pale-brown
13,scale_coloration,,,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,,redbrown
14,perigynium_architecture,,,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,,(3-)5-7-veined
15,perigynium_shape,,,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,,ellipsoid
16,perigynium_shape,,,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,,ovoid
17,perigynium_length,1.7mm,3.2mm,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,,
18,perigynium_width,1mm,1.6mm,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,,
19,stipe_some_measurement,0.1mm,0.25mm,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,,
20,beak_coloration,,,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,,green
21,beak_coloration,,,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,,pale-brown
22,beak_some_measurement,0.1mm,0.2mm,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,,
23,chromosome_quantity,86,88,carex_lenticularis,../../data/external/FNAV23/V23_695.xml,2n,
0,whole_organism_growth_form,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,,cespitose
1,whole_organism_growth_form,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,,plant
2,culm_coloration,reddish-brown,dark maroon,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,,
3,flowering-stem_some_measurement,20cm,70cm,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,,
4,flowering-stem_length_or_size,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,,much longer
5,flowering-stem_pubescence,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,,glabrous
6,flowering-stem_pubescence,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,,pilose
7,leaf_width,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,,thick
8,sheath_coloration,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,basal,reddish-brown
9,sheath_architecture,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,basal,bladeless
10,sheath_pubescence,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,basal,pilose
11,other_coloration,dark red,green,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,,
12,other_coloration,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,,tan-hyaline
13,other_coloration,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,,reddish-brown dotted
14,other_pubescence,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,,pubescent
15,blade_prominence_or_shape,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,,flat
16,blade_width,3mm,12mm,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,,
17,blade_pubescence,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,,pilose
18,margin_architecture_or_pubescence_or_shape,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,,ciliate
19,peduncle_some_measurement,0mm,10mm,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,,
20,peduncle_pubescence,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,,pubescent
21,bract_height_or_length_or_size,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,proximal,usually shorter
22,sheath_some_measurement,5mm,50mm,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,,
23,blade_width,1.2mm,2mm,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,,
24,spike_quantity,2,5,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,lateral,
25,spike_quantity,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,lateral,1
26,spike_arrangement,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,lateral,crowded
27,spike_orientation,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,lateral,erect
28,spike_architecture,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,lateral,sessile
29,spike_architecture,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,lateral,pedunculate
30,spike_architecture,,,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,lateral,pistillate
31,spike_some_measurement,0mm,1mm,carex_gynodynama,../../data/external/FNAV23/V23_865.xml,lateral,
