,species_name,coded_property_name,collapsed_data_minimum,collapsed_data_maximum,collapsed_data_value
2134,Carex_alba,leaf_width,,,1
2135,Carex_alba,nutlet_size,,,2.5
2136,Carex_alliiformis,nutlet_size,,,2
2137,Carex_alopecuroides,nutlet_size,,,1.5
2138,Carex_alta,inflorescence_width,,,3
2139,Carex_amgunensis,nutlet_size,,,2.5
2140,Carex_angarae,nutlet_size,,,2
2141,Carex_angustiutricula,nutlet_size,,,1.2
2142,Carex_anningensis,inflorescence_width,,,thick
2143,Carex_anningensis,leaf_width,,,1
2144,Carex_anomoea,leaf_width,,,2
2145,Carex_anomoea,nutlet_size,,,1.5
2146,Carex_aperta,leaf_width,,,3
2147,Carex_aphanolepis,inflorescence_width,,,5
2148,Carex_aphanolepis,nutlet_size,,,2
2149,Carex_appendiculata,leaf_width,,,2
2150,Carex_appendiculata,nutlet_size,,,1.5
2151,Carex_arcatica,nutlet_size,,,2
2152,Carex_argunensis,inflorescence_width,,,4
2153,Carex_argyi,nutlet_size,,,3
2154,Carex_aridula,nutlet_size,,,2
2155,Carex_arisanensis,nutlet_size,,,3
2156,Carex_aristatisquamata,leaf_width,,,1.5
2157,Carex_aristatisquamata,nutlet_size,,,1.5
2158,Carex_aristulifera,inflorescence_width,,,5
2159,Carex_arnellii,nutlet_size,,,2.5
2160,Carex_ascotreta,nutlet_size,,,2.5
2161,Carex_atrofuscoides,nutlet_size,,,1.5
2162,Carex_augustinowiczii,nutlet_size,,,2
2163,Carex_austro-occidentalis,leaf_width,,,0.3
2164,Carex_austro-occidentalis,nutlet_size,,,2
2165,Carex_austrozhejiangensis,nutlet_size,,,5;constricted
2166,Carex_autumnalis,nutlet_size,,,1.8
2167,Carex_baccans,branch_count,,,single;compound;3-8-branched
2168,Carex_baimaensis,inflorescence_width,,,0.2
2169,Carex_baimaensis,nutlet_size,,,3
2170,Carex_baohuashanica,inflorescence_size,,,3
2171,Carex_baohuashanica,nutlet_size,,,3
2172,Carex_benkei,inflorescence_length,,,lowest
2173,Carex_benkei,nutlet_size,,,2
2174,Carex_bijiangensis,nutlet_size,,,2.5
2175,Carex_bilateralis,nutlet_size,,,2
2176,Carex_blinii,nutlet_width,,,1.6
2177,Carex_bodinieri,nutlet_size,,,2
2178,Carex_bohemica,nutlet_length,,,1.3
2179,Carex_bohemica,nutlet_width,,,0.8
2180,Carex_borealihinganica,nutlet_width,,,1.5
2181,Carex_bostrychostigma,nutlet_size,,,3.5
2182,Carex_brachyathera,inflorescence_width,,,0.5
2183,Carex_breviaristata,nutlet_size,,,1.8
2184,Carex_breviculmis,nutlet_size,,,1.8
2185,Carex_brevicuspis,nutlet_size,,,2
2186,Carex_brownii,inflorescence_length,,,lowest
2187,Carex_brownii,nutlet_size,,,2
2188,Carex_caespititia,nutlet_size,,,1.5
2189,Carex_callitrichos,inflorescence_width,,,thick
2190,Carex_canaliculata,nutlet_size,,,4
2191,Carex_canescens,nutlet_size,,,1.5
2192,Carex_capillacea,nutlet_size,,,1.8
2193,Carex_capillaris,nutlet_size,,,1.5
2194,Carex_capilliculmis,inflorescence_width,,,thick;thick
2195,Carex_capilliformis,inflorescence_width,,,1;2
2196,Carex_cardiolepis,inflorescence_width,,,thick;thick
2197,Carex_caudispicata,inflorescence_width,,,thick
2198,Carex_chaofangii,inflorescence_width,,,1
2199,Carex_chaofangii,nutlet_size,,,6
2200,Carex_cheniana,nutlet_size,,,3
2201,Carex_chinganensis,nutlet_size,,,2
2202,Carex_chiwuana,inflorescence_width,,,thick;thick
2203,Carex_chlorocephalula,inflorescence_width,,,thick
2204,Carex_chlorostachys,nutlet_size,,,1.5
2205,Carex_chuana,leaf_width,,,1
2206,Carex_chui,nutlet_size,,,1.5
2207,Carex_chungii,nutlet_size,,,2
2208,Carex_cinerascens,nutlet_size,,,1.5
2209,Carex_commixta,branch_count,,,single;binate;simple;compound;1-5-branched
2210,Carex_composita,branch_count,,,single;simple;2-4-branched
2211,Carex_composita,inflorescence_length,,,1/2
2212,Carex_composita,nutlet_size,,,1.5
2213,Carex_continua,branch_count,,,single;binate;compound;5-9-branched
2214,Carex_continua,nutlet_size,,,1.7
2215,Carex_coriophora,nutlet_size,,,1.5
2216,Carex_courtallensis,inflorescence_width,,,thick;thin
2217,Carex_cranaocarpa,inflorescence_width,,,0.4
2218,Carex_cranaocarpa,nutlet_size,,,2.5
2219,Carex_cremostachys,nutlet_size,,,1.8
2220,Carex_cruciata,branch_count,,,single;binate;compound
2221,Carex_curaica,inflorescence_width,,,4
2222,Carex_cylindrostachys,inflorescence_length,,,longer than female part
2223,Carex_cylindrostachys,inflorescence_width,,,thick
2224,Carex_dahurica,nutlet_size,,,1.5
2225,Carex_damiaoshanensis,branch_count,,,single;compound;4-6-branched
2226,Carex_davidii,nutlet_size,,,2
2227,Carex_dayuongensis,inflorescence_width,,,thick
2228,Carex_deciduisquama,branch_count,,,single;compound
2229,Carex_delavayi,inflorescence_width,,,thick
2230,Carex_delavayi,nutlet_size,,,3.5
2231,Carex_densicaespitosa,nutlet_size,,,2.5
2232,Carex_densifimbriata,branch_count,,,single;binate;compound;branched
2233,Carex_densipilosa,nutlet_size,,,2.5
2234,Carex_deqinensis,nutlet_size,,,2
2235,Carex_diandra,nutlet_length,,,1.4
2236,Carex_diandra,nutlet_width,,,1.2
2237,Carex_dickinsii,inflorescence_width,,,1.5
2238,Carex_dickinsii,nutlet_size,,,3
2239,Carex_dielsiana,leaf_width,,,2
2240,Carex_dielsiana,nutlet_size,,,1.5
2241,Carex_dispalata,nutlet_size,,,2
2242,Carex_doisutepensis,branch_count,,,single;compound;4-7-branched
2243,Carex_doniana,nutlet_size,,,1.8
2244,Carex_drepanorhyncha,inflorescence_size,,,larger
2245,Carex_drymophila,nutlet_size,,,3
2246,Carex_duriuscula,inflorescence_width,,,5
2247,Carex_duthiei,inflorescence_size,,,3
2248,Carex_duthiei,nutlet_size,,,1.25
2249,Carex_earistata,nutlet_length,,,1.5
2250,Carex_earistata,nutlet_width,,,1
2251,Carex_eleusinoides,inflorescence_width,,,0.5
2252,Carex_eleusinoides,nutlet_width,,,1.3
2253,Carex_eminens,branch_count,,,single;binate;many;compound;3-8-branched
2254,Carex_eminens,inflorescence_length,,,1/2
2255,Carex_eminens,nutlet_size,,,2
2256,Carex_enervis,nutlet_width,,,1
2257,Carex_ensifolia,nutlet_size,,,1.5
2258,Carex_ereica,nutlet_size,,,2.5
2259,Carex_eriophylla,nutlet_size,,,2.2
2260,Carex_erythrobasis,nutlet_size,,,3
2261,Carex_esquiroliana,nutlet_length,,,2
2262,Carex_esquiroliana,nutlet_width,,,1
2263,Carex_esquiroliana,plant_height,,,slender
2264,Carex_fargesii,nutlet_size,,,2
2265,Carex_fastigiata,branch_count,,,compound
2266,Carex_fastigiata,nutlet_size,,,2
2267,Carex_fedia,nutlet_size,,,2
2268,Carex_filicina,branch_count,,,single;binate;compound;4-8-branched
2269,Carex_filipedunculata,inflorescence_width,,,thick;thick
2270,Carex_finitima,inflorescence_length,,,shorter
2271,Carex_finitima,nutlet_size,,,2.5
2272,Carex_fulvorubescens,nutlet_size,,,1.5
2273,Carex_funhuangshanica,inflorescence_length,,,1/4
2274,Carex_funhuangshanica,inflorescence_width,,,thick
2275,Carex_funingensis,inflorescence_length,,,5.5
2276,Carex_funingensis,inflorescence_width,,,1
2277,Carex_funingensis,nutlet_size,,,4;constricted
2278,Carex_gentilis,inflorescence_length,,,longer
2279,Carex_gentilis,nutlet_size,,,1.5
2280,Carex_gibba,nutlet_length,,,2.2
2281,Carex_gibba,nutlet_width,,,1.5
2282,Carex_glabrescens,nutlet_size,,,2.5
2283,Carex_glauciformis,nutlet_size,,,2
2284,Carex_globistylosa,inflorescence_width,,,thick
2285,Carex_glossostigma,nutlet_size,,,2.5
2286,Carex_gongshanensis,nutlet_size,,,1.5
2287,Carex_grallatoria,inflorescence_width,,,thick
2288,Carex_graminiculmis,nutlet_length,,,2.5
2289,Carex_graminiculmis,nutlet_width,,,1
2290,Carex_grandiligulata,nutlet_size,,,2.5
2291,Carex_gynocrates,inflorescence_width,,,0.2
2292,Carex_gynocrates,leaf_width,,,0.5
2293,Carex_haematostoma,nutlet_size,,,1.8
2294,Carex_hancockiana,nutlet_size,,,1.5
2295,Carex_handelii,inflorescence_length,,,longer than female part
2296,Carex_handelii,nutlet_size,,,2
2297,Carex_harlandii,nutlet_size,,,7;constricted
2298,Carex_harrysmithii,nutlet_size,,,1.5
2299,Carex_hastata,inflorescence_length,,,12
2300,Carex_hastata,inflorescence_size,,,1
2301,Carex_hebecarpa,nutlet_size,,,2
2302,Carex_henryi,nutlet_size,,,1.7
2303,Carex_heshuonensis,nutlet_size,,,2.5
2304,Carex_heterolepis,inflorescence_width,,,4;6
2305,Carex_heterostachya,nutlet_size,,,2.8
2306,Carex_heudesii,nutlet_size,,,2
2307,Carex_hirtelloides,leaf_width,,,1
2308,Carex_hirtelloides,nutlet_size,,,2.2
2309,Carex_hirtiutriculata,inflorescence_length,,,longer than female part
2310,Carex_hirtiutriculata,leaf_width,,,5
2311,Carex_hirtiutriculata,nutlet_size,,,3
2312,Carex_huashanica,nutlet_size,,,2
2313,Carex_humida,nutlet_size,,,2.5
2314,Carex_humilis,inflorescence_width,,,thick
2315,Carex_huolushanensis,inflorescence_width,,,thick;thick
2316,Carex_hypoblephara,leaf_width,,,10
2317,Carex_hypoblephara,nutlet_size,,,2
2318,Carex_hypochlora,nutlet_size,,,1.5
2319,Carex_idzuroei,nutlet_size,,,4
2320,Carex_inanis,nutlet_size,,,1.5
2321,Carex_indica,branch_count,,,single;compound;5-or-6-branched
2322,Carex_indica,inflorescence_length,,,longer than or
2323,Carex_indiciformis,branch_count,,,single;compound;4-6-branched
2324,Carex_infossa,nutlet_size,,,3.5
2325,Carex_insignis,nutlet_size,,,2
2326,Carex_ischnostachya,nutlet_size,,,2
2327,Carex_ivanoviae,nutlet_size,,,2
2328,Carex_jaluensis,nutlet_size,,,1.5
2329,Carex_japonica,nutlet_size,,,2
2330,Carex_jiaodongensis,inflorescence_length,,,2
2331,Carex_jiaodongensis,inflorescence_size,,,5
2332,Carex_jiaodongensis,nutlet_size,,,1.8
2333,Carex_jinfoshanensis,nutlet_length,,,1.8
2334,Carex_jinfoshanensis,nutlet_width,,,1.5
2335,Carex_jiuxianshanensis,nutlet_size,,,2
2336,Carex_kansuensis,nutlet_size,,,2
2337,Carex_kaoi,inflorescence_length,,,10
2338,Carex_kaoi,inflorescence_width,,,7
2339,Carex_kaoi,nutlet_size,,,5
2340,Carex_karlongensis,inflorescence_length,,,longer than female part
2341,Carex_karlongensis,nutlet_size,,,2
2342,Carex_karoi,nutlet_size,,,1.2
2343,Carex_kiangsuensis,nutlet_size,,,2.5
2344,Carex_kiotensis,nutlet_size,,,1.5;contracted
2345,Carex_kirganica,inflorescence_width,,,1
2346,Carex_kirinensis,inflorescence_length,,,5
2347,Carex_kirinensis,nutlet_size,,,1.5
2348,Carex_kirinensis,plant_height,,,tall;20
2349,Carex_kuchunensis,inflorescence_length,,,longer than or equaling female part
2350,Carex_kucyniakii,branch_count,,,single;binate;1;2;3;compound;branched
2351,Carex_kunlunsanensis,inflorescence_width,,,0.3;0.3
2352,Carex_kunlunsanensis,leaf_width,,,1
2353,Carex_kwangsiensis,branch_count,,,single;binate;compound
2354,Carex_kwangtoushanica,nutlet_size,,,2.2
2355,Carex_laeta,inflorescence_width,,,thick
2356,Carex_laevissima,leaf_width,,,2
2357,Carex_lanceolata,inflorescence_width,,,thick;thick
2358,Carex_lancifolia,inflorescence_width,,,thick
2359,Carex_lancisquamata,nutlet_size,,,2
2360,Carex_lasiocarpa,inflorescence_width,,,thick
2361,Carex_lasiocarpa,nutlet_size,,,2
2362,Carex_ledebouriana,nutlet_size,,,1.5
2363,Carex_leporina,leaf_width,,,1.5
2364,Carex_leporina,nutlet_length,,,2
2365,Carex_leporina,nutlet_width,,,1
2366,Carex_lianchengensis,inflorescence_length,,,10;1.2
2367,Carex_lianchengensis,inflorescence_width,,,2;0.6
2368,Carex_lianchengensis,nutlet_size,,,5
2369,Carex_ligata,nutlet_size,,,2.7
2370,Carex_ligulata,inflorescence_width,,,thick
2371,Carex_limosa,nutlet_size,,,2
2372,Carex_limprichtiana,inflorescence_size,,,8
2373,Carex_limprichtiana,leaf_width,,,1
2374,Carex_lingii,branch_count,,,simple
2375,Carex_liouana,branch_count,,,single;binate;compound;3-5-branched
2376,Carex_liqingii,nutlet_size,,,2
2377,Carex_liqingii,plant_height,,,tall;26
2378,Carex_litorhyncha,nutlet_size,,,small
2379,Carex_liui,nutlet_size,,,1.8
2380,Carex_loliacea,nutlet_length,,,1.5
2381,Carex_loliacea,nutlet_width,,,1.2
2382,Carex_longerostrata,nutlet_size,,,3
2383,Carex_longipes,nutlet_size,,,2.5
2384,Carex_longispiculata,nutlet_length,,,1.5
2385,Carex_longispiculata,nutlet_width,,,1.2
2386,Carex_longqishanensis,nutlet_size,,,3;constricted
2387,Carex_longshengensis,nutlet_size,,,2.5
2388,Carex_luctuosa,nutlet_size,,,1.6
2389,Carex_lushanensis,leaf_width,,,3
2390,Carex_lushanensis,plant_height,,,tall;30
2391,Carex_maackii,nutlet_size,,,1.5
2392,Carex_macrandrolepis,nutlet_size,,,2.5
2393,Carex_macrosandra,inflorescence_width,,,thick;thick
2394,Carex_maculata,nutlet_size,,,1.5
2395,Carex_magnoutriculata,nutlet_size,,,1.5
2396,Carex_manca,nutlet_size,,,2.5
2397,Carex_maquensis,leaf_width,,,1.2
2398,Carex_maquensis,nutlet_size,,,1.5
2399,Carex_maubertiana,nutlet_size,,,2
2400,Carex_meihsienica,inflorescence_width,,,thick
2401,Carex_melanantha,nutlet_size,,,2
2402,Carex_melanocephala,nutlet_size,,,1.5
2403,Carex_melanostachya,inflorescence_width,,,1
2404,Carex_melanostachya,nutlet_size,,,2
2405,Carex_metallica,nutlet_size,,,2
2406,Carex_meyeriana,inflorescence_width,,,0.5
2407,Carex_micrantha,nutlet_size,,,1.6
2408,Carex_microglochin,inflorescence_length,,,short;longer than male part;1
2409,Carex_microglochin,nutlet_size,,,2
2410,Carex_minquinensis,nutlet_size,,,2
2411,Carex_minuticulmis,inflorescence_width,,,thick
2412,Carex_minxianensis,nutlet_size,,,2
2413,Carex_minxianica,leaf_width,,,2
2414,Carex_minxianica,nutlet_size,,,2
2415,Carex_miyabei,inflorescence_length,,,lower
2416,Carex_miyabei,inflorescence_width,,,thick;thick
2417,Carex_miyabei,nutlet_size,,,2
2418,Carex_mollicula,nutlet_size,,,2
2419,Carex_mollissima,nutlet_size,,,1.5
2420,Carex_montis-everestii,leaf_width,,,1
2421,Carex_montis-everestii,nutlet_size,,,1.2
2422,Carex_montis-wutaii,nutlet_width,,,1
2423,Carex_morii,branch_count,,,branched
2424,Carex_mosoynensis,leaf_width,,,2
2425,Carex_mosoynensis,nutlet_size,,,1.5
2426,Carex_motuoensis,inflorescence_width,,,0.5
2427,Carex_motuoensis,leaf_width,,,1
2428,Carex_motuoensis,nutlet_size,,,1.5
2429,Carex_moupinensis,branch_count,,,compound;4-10-branched
2430,Carex_mucronatiformis,leaf_width,,,1
2431,Carex_mucronatiformis,nutlet_size,,,2
2432,Carex_muliensis,inflorescence_size,,,slender
2433,Carex_muliensis,nutlet_size,,,2
2434,Carex_munda,branch_count,,,1;2
2435,Carex_munda,inflorescence_length,,,longer than female part
2436,Carex_myosurus,branch_count,,,single;compound;3-6-branched
2437,Carex_nachiana,nutlet_size,,,2
2438,Carex_nachiana,plant_height,,,tall;70
2439,Carex_nakaoana,leaf_width,,,2.5
2440,Carex_nanchuanensis,inflorescence_width,,,1.5
2441,Carex_nanchuanensis,nutlet_size,,,2
2442,Carex_nemostachys,nutlet_size,,,1.8
2443,Carex_neodigyna,nutlet_size,,,2
2444,Carex_neopolycephala,inflorescence_size,,,subequal
2445,Carex_neopolycephala,inflorescence_width,,,5
2446,Carex_neopolycephala,nutlet_size,,,1.2
2447,Carex_nervata,nutlet_size,,,1.8
2448,Carex_neurocarpa,nutlet_size,,,1
2449,Carex_nitidiutriculata,inflorescence_length,,,longer than male part
2450,Carex_nitidiutriculata,nutlet_size,,,2
2451,Carex_nivalis,nutlet_size,,,2.5
2452,Carex_nubigena,nutlet_size,,,1.2
2453,Carex_oblanceolata,nutlet_length,,,2
2454,Carex_oblanceolata,nutlet_width,,,0.5
2455,Carex_obliquicarpa,nutlet_size,,,2
2456,Carex_obliquitruncata,inflorescence_width,,,0.8;0.8
2457,Carex_obliquitruncata,nutlet_size,,,small;1.5
2458,Carex_obovatosquamata,inflorescence_width,,,thick;thick
2459,Carex_obtusata,nutlet_size,,,2
2460,Carex_oedorrhampha,nutlet_size,,,1.5
2461,Carex_oligostachya,inflorescence_length,,,longer than female part
2462,Carex_olivacea,nutlet_size,,,2
2463,Carex_omeiensis,nutlet_size,,,1.5
2464,Carex_omiana,inflorescence_length,,,2
2465,Carex_onoei,nutlet_size,,,2
2466,Carex_orbicularinucis,nutlet_size,,,2
2467,Carex_orbicularis,nutlet_size,,,2
2468,Carex_orthostachys,nutlet_size,,,2.5
2469,Carex_otaruensis,inflorescence_width,,,2.5;3
2470,Carex_otrubae,inflorescence_length,,,5
2471,Carex_otrubae,nutlet_length,,,2.5
2472,Carex_otrubae,nutlet_width,,,2
2473,Carex_ovatispiculata,nutlet_size,,,1.5
2474,Carex_oxyphylla,inflorescence_size,,,2
2475,Carex_oxyphylla,nutlet_size,,,1.2
2476,Carex_pamirensis,nutlet_size,,,2
2477,Carex_paracuraica,nutlet_size,,,1.5
2478,Carex_parva,inflorescence_length,,,longer than female part
2479,Carex_pediformis,inflorescence_width,,,thick;thick
2480,Carex_peiktusani,nutlet_size,,,2
2481,Carex_peliosanthifolia,branch_count,,,binate;ternate;compound;branched
2482,Carex_perakensis,branch_count,,,interrupted
2483,Carex_pergracilis,nutlet_size,,,1.8
2484,Carex_phacota,nutlet_size,,,1.5
2485,Carex_phaenocarpa,inflorescence_width,,,4;8
2486,Carex_phaenocarpa,nutlet_size,,,2
2487,Carex_phyllocephala,nutlet_size,,,2
2488,Carex_physodes,nutlet_length,,,3
2489,Carex_physodes,nutlet_width,,,2
2490,Carex_pilosa,nutlet_size,,,2.5
2491,Carex_planiculmis,nutlet_size,,,2
2492,Carex_planiscapa,inflorescence_width,,,thick
2493,Carex_plectobasis,nutlet_size,,,2.5
2494,Carex_poculisquama,nutlet_size,,,3
2495,Carex_polyschoenoides,nutlet_size,,,2.5
2496,Carex_praeclara,nutlet_size,,,2.5
2497,Carex_prolongata,plant_height,,,tall;30;slender
2498,Carex_pruinosa,nutlet_length,,,2
2499,Carex_pruinosa,nutlet_width,,,1.5
2500,Carex_przewalskii,nutlet_size,,,2
2501,Carex_pseudocyperus,nutlet_size,,,1.2
2502,Carex_pseudodispalata,nutlet_size,,,1.7
2503,Carex_pseudohumilis,inflorescence_width,,,thick
2504,Carex_pseudolaticeps,nutlet_size,,,4
2505,Carex_pseudoligulata,nutlet_size,,,2
2506,Carex_pseudolongerostrata,inflorescence_size,,,1;1
2507,Carex_pseudolongerostrata,nutlet_size,,,1
2508,Carex_pseudophyllocephala,nutlet_size,,,2
2509,Carex_pseudosupina,nutlet_size,,,1.5
2510,Carex_pseudotristachya,inflorescence_width,,,1;3
2511,Carex_pseudotristachya,nutlet_size,,,3
2512,Carex_psychrophila,inflorescence_width,,,6
2513,Carex_pterocaulos,inflorescence_width,,,thick
2514,Carex_pumila,inflorescence_width,,,0.8
2515,Carex_pumila,nutlet_size,,,3
2516,Carex_purpureosquamata,nutlet_size,,,2
2517,Carex_purpureotincta,nutlet_size,,,2
2518,Carex_purpureovagina,leaf_width,,,2.5
2519,Carex_putuoensis,inflorescence_size,,,4.5;3.5
2520,Carex_putuoensis,nutlet_size,,,2
2521,Carex_putuoensis,plant_height,,,tall;25
2522,Carex_qingdaoensis,inflorescence_width,,,7;0.8
2523,Carex_qinghaiensis,nutlet_width,,,1
2524,Carex_qingyangensis,inflorescence_width,,,thick
2525,Carex_qingyangensis,nutlet_size,,,2
2526,Carex_qiyunensis,nutlet_size,,,2
2527,Carex_quadriflora,inflorescence_width,,,thick;thick
2528,Carex_raddei,nutlet_size,,,3
2529,Carex_radiciflora,nutlet_size,,,3.5
2530,Carex_radiciflora,plant_height,,,short
2531,Carex_radicina,nutlet_size,,,1.5
2532,Carex_rafflesiana,branch_count,,,binate;compound;8-11-branched
2533,Carex_rafflesiana,nutlet_size,,,1.5
2534,Carex_recurvisaccus,nutlet_size,,,2
2535,Carex_remotiuscula,nutlet_size,,,1.5
2536,Carex_retrofracta,nutlet_size,,,2
2537,Carex_rhizopoda,nutlet_size,,,2.5
2538,Carex_rhynchachaenium,nutlet_size,,,4
2539,Carex_rhynchophysa,nutlet_size,,,2
2540,Carex_ridongensis,nutlet_size,,,2
2541,Carex_riparia,inflorescence_width,,,1
2542,Carex_rostrata,nutlet_size,,,1.5
2543,Carex_rubrobrunnea,nutlet_size,,,1.5
2544,Carex_rugata,nutlet_size,,,2;contracted
2545,Carex_rugulosa,inflorescence_width,,,1
2546,Carex_rugulosa,nutlet_size,,,3
2547,Carex_sagaensis,leaf_width,,,1
2548,Carex_sagaensis,nutlet_size,,,2
2549,Carex_sagaensis,plant_height,,,tall;2
2550,Carex_satakeana,nutlet_size,,,1.5
2551,Carex_saxicola,inflorescence_width,,,1
2552,Carex_saxicola,nutlet_size,,,4
2553,Carex_scabrifolia,inflorescence_width,,,1
2554,Carex_scabrirostris,inflorescence_size,,,1
2555,Carex_scabrisacca,nutlet_size,,,1.5
2556,Carex_scaposa,branch_count,,,single;binate;compound;branched
2557,Carex_schmidtii,nutlet_width,,,1.8
2558,Carex_schneideri,nutlet_size,,,2
2559,Carex_sclerocarpa,nutlet_size,,,1
2560,Carex_scolopendriformis,inflorescence_width,,,thick
2561,Carex_sedakowii,leaf_width,,,1
2562,Carex_sedakowii,nutlet_size,,,2
2563,Carex_sendaica,inflorescence_length,,,longer than female part;longer than male part
2564,Carex_sendaica,nutlet_size,,,2
2565,Carex_serreana,nutlet_size,,,2
2566,Carex_setigera,nutlet_size,,,1
2567,Carex_setosa,inflorescence_width,,,0.4
2568,Carex_shaanxiensis,inflorescence_width,,,thick;thick
2569,Carex_shangchengensis,inflorescence_size,,,3;2.5
2570,Carex_shangchengensis,nutlet_size,,,3
2571,Carex_shuangbaiensis,inflorescence_length,,,longer than male part
2572,Carex_shuangbaiensis,nutlet_size,,,2
2573,Carex_shuangbaiensis,plant_height,,,tall;75
2574,Carex_shuchengensis,inflorescence_width,,,thick;thick
2575,Carex_shuchengensis,nutlet_size,,,2
2576,Carex_sichouensis,inflorescence_width,,,thick;thick
2577,Carex_sichouensis,nutlet_size,,,2
2578,Carex_siderosticta,nutlet_size,,,2
2579,Carex_simulans,nutlet_size,,,5;constricted
2580,Carex_sinoaristata,nutlet_size,,,2
2581,Carex_sinodissitiflora,nutlet_size,,,3
2582,Carex_sociata,nutlet_size,,,1.5;contracted
2583,Carex_songorica,nutlet_size,,,2
2584,Carex_spachiana,nutlet_size,,,2
2585,Carex_speciosa,inflorescence_width,,,thick;thin
2586,Carex_stipitinux,nutlet_size,,,2
2587,Carex_stipitiutriculata,leaf_width,,,0.5
2588,Carex_stipitiutriculata,nutlet_size,,,2
2589,Carex_stramentitia,branch_count,,,single;compound;3-5-branched
2590,Carex_stramentitia,inflorescence_length,,,longer than female part
2591,Carex_subcapitata,nutlet_size,,,2
2592,Carex_subcernua,nutlet_length,,,2
2593,Carex_subcernua,nutlet_width,,,1.5
2594,Carex_subfilicinoides,branch_count,,,binate;single;compound;4-9-branched
2595,Carex_subfilicinoides,inflorescence_width,,,thinner
2596,Carex_subfilicinoides,nutlet_size,,,1.5
2597,Carex_submollicula,nutlet_size,,,1.5
2598,Carex_subperakensis,nutlet_size,,,2
2599,Carex_subpumila,inflorescence_width,,,1
2600,Carex_subpumila,nutlet_size,,,3
2601,Carex_subtumida,nutlet_size,,,1.5
2602,Carex_sutchuensis,inflorescence_size,,,2
2603,Carex_sutchuensis,leaf_width,,,2
2604,Carex_sutchuensis,nutlet_size,,,2
2605,Carex_taihuensis,inflorescence_width,,,thick;thick
2606,Carex_taihuensis,nutlet_size,,,3
2607,Carex_tangiana,nutlet_size,,,2
2608,Carex_tangulashanensis,nutlet_size,,,1.5
2609,Carex_tarunensis,nutlet_size,,,1.8
2610,Carex_tatsutakensis,inflorescence_width,,,5
2611,Carex_tatsutakensis,nutlet_size,,,3
2612,Carex_teinogyna,nutlet_size,,,2
2613,Carex_tenebrosa,nutlet_size,,,5
2614,Carex_tenuiflora,nutlet_size,,,1.2
2615,Carex_tenuiformis,inflorescence_length,,,longer
2616,Carex_tenuiformis,nutlet_size,,,2
2617,Carex_tenuipaniculata,branch_count,,,3;4;single;compound
2618,Carex_teres,nutlet_size,,,2
2619,Carex_thibetica,nutlet_size,,,2
2620,Carex_thomsonii,nutlet_size,,,1.2
2621,Carex_thunbergii,inflorescence_size,,,3.5
2622,Carex_thunbergii,leaf_width,,,3
2623,Carex_tianmushanica,nutlet_size,,,4
2624,Carex_transversa,nutlet_size,,,3
2625,Carex_tricephala,branch_count,,,fewer;spicate;1-4-branched
2626,Carex_tsaiana,inflorescence_width,,,thick
2627,Carex_tsiangii,branch_count,,,single;binate;compound;3-6-branched
2628,Carex_tsiangii,inflorescence_length,,,longer than female part
2629,Carex_tsoi,inflorescence_width,,,thick;thin
2630,Carex_tuminensis,nutlet_size,,,2
2631,Carex_tungfangensis,inflorescence_width,,,0.4;thick
2632,Carex_tungfangensis,nutlet_size,,,2
2633,Carex_turkestanica,nutlet_size,,,3
2634,Carex_uda,nutlet_size,,,2
2635,Carex_ulobasis,nutlet_size,,,2.5
2636,Carex_unisexualis,nutlet_size,,,1.2
2637,Carex_urelytra,nutlet_size,,,2.5
2638,Carex_ussuriensis,leaf_width,,,0.5
2639,Carex_ussuriensis,nutlet_size,,,2
2640,Carex_vaginata,nutlet_size,,,2.5
2641,Carex_vanheurckii,nutlet_size,,,1.7
2642,Carex_vesicata,inflorescence_width,,,1
2643,Carex_vesicata,nutlet_size,,,1.5
2644,Carex_viridimarginata,inflorescence_width,,,3
2645,Carex_viridimarginata,leaf_width,,,2
2646,Carex_viridimarginata,nutlet_size,,,2
2647,Carex_vulpina,nutlet_size,,,2
2648,Carex_wawuensis,nutlet_size,,,1.5
2649,Carex_wenshanensis,inflorescence_width,,,8
2650,Carex_wenshanensis,nutlet_size,,,2
2651,Carex_wui,nutlet_size,,,3
2652,Carex_wushanensis,nutlet_size,,,4
2653,Carex_wutuensis,inflorescence_length,,,longer than female part
2654,Carex_wutuensis,nutlet_size,,,2.5
2655,Carex_wuyishanensis,nutlet_size,,,2
2656,Carex_xiangxiensis,nutlet_size,,,2.3
2657,Carex_xiphium,nutlet_size,,,constricted
2658,Carex_yajiangensis,nutlet_size,,,2.5
2659,Carex_yamatsutana,nutlet_size,,,1.3
2660,Carex_yamatsutana,plant_height,,,tall;20;slender
2661,Carex_ypsilandrifolia,branch_count,,,simple
2662,Carex_yuexiensis,inflorescence_width,,,thick
2663,Carex_yuexiensis,nutlet_size,,,2.5
2664,Carex_yulungshanensis,branch_count,,,1;2
2665,Carex_yunlingensis,nutlet_size,,,3.2
2666,Carex_yunnanensis,nutlet_size,,,1.5
2667,Carex_yunyiana,nutlet_size,,,2.5
2668,Carex_zekogensis,nutlet_size,,,3
2669,Carex_zhenkangensis,inflorescence_length,,,longer than female part
2670,Carex_zhenkangensis,nutlet_size,,,2
2671,Carex_zhonghaiensis,nutlet_length,,,1.5
2672,Carex_zhonghaiensis,nutlet_width,,,1
